JAP;FR;COUNT;OUPS
She reached up and gently adjusted the wreath, admiring the way it felt between her fingers.;Elle ajusta la couronne sur sa tête, savourant la sensation des pétales entre ses doigts.;895;She reached up and gently adjusted the wreath, admiring the way it felt between her fingers.
"Didn't quite turn out right, said her grandmother as she squinted at it. ""These old hands have trouble with delicate work. But it sure looks good on a pretty girl like you.""";Elle est pas exactement comme je l'avais espéré, dit sa grand-mère en l'examinant de ses yeux plissés. Mes vieilles mains sont pas à la hauteur d'un travail aussi complexe. Mais t'es tellement jolie qu'on le remarquera pas.;896;"Didn't quite turn out right, said her grandmother as she squinted at it. ""These old hands have trouble with delicate work. But it sure looks good on a pretty girl like you."""
Kainé blushed and turned away.;Kainé rougit, embarrassée.;897;Kainé blushed and turned away.
You...you think I'm pretty?;Tu... tu crois que je suis jolie#?;898;You...you think I'm pretty?
Course you are! What a fool thing to say.;Mais bien sûr, quelle question#!;899;Course you are! What a fool thing to say.
Th-thank you, Grandma.;Mer-merci, mamie...;900;Th-thank you, Grandma.
Her grandmother smiled.;Sa grand-mère sourit.;901;Her grandmother smiled.
"We're gonna be fine, you and me, she said. ""Long as we got each other, we'll be just fine.""";Tout ira bien, déclara-t-elle. Tant qu'on sera ensemble, tout ira bien.;902;"We're gonna be fine, you and me, she said. ""Long as we got each other, we'll be just fine."""
Kainé took her grandmother's hand in hers, and the two of them struggled to their feet. <STOP>As they began the long walk home, Kainé gripped the hand with all her might, as if trying to stop smoke from drifting away on the wind.;Kainé prit la main de la vieille femme et elles se relevèrent avec peine. <STOP>Sur le chemin du retour, elle s'agrippa de toutes ses forces au bras de sa grand-mère, comme si la brise aurait pu l'emporter.;903;Kainé took her grandmother's hand in hers, and the two of them struggled to their feet. <STOP>As they began the long walk home, Kainé gripped the hand with all her might, as if trying to stop smoke from drifting away on the wind.
The rain had stopped. <STOP>Kainé stood beneath the weather vane, watching it spin in lazy circles, no longer caring about the direction it faced when it stopped.;La pluie s'était arrêtée. <STOP>Kainé regarda la girouette qui tournait paresseusement sur son axe, mais elle ne souciait plus de la direction qu'elle indiquerait quand elle s'immobiliserait.;904;The rain had stopped. <STOP>Kainé stood beneath the weather vane, watching it spin in lazy circles, no longer caring about the direction it faced when it stopped.
<FONT=ITALIC>I don't need to escape. I have a home now.</FONT>;<FONT=ITALIC>J'ai plus besoin de m'enfuir. J'ai un chez-moi désormais.</FONT>;905;<FONT=ITALIC>I don't need to escape. I have a home now.</FONT>
<FONT=ITALIC>Grandma loves me, and that's enough.</FONT> <STOP><FONT=ITALIC>Even if it's us against the world.</FONT>;<FONT=ITALIC>Mamie m'aime et ça me suffit.</FONT> <STOP><FONT=ITALIC>Ensemble, on pourra affronter le monde entier.</FONT>;906;<FONT=ITALIC>Grandma loves me, and that's enough.</FONT> <STOP><FONT=ITALIC>Even if it's us against the world.</FONT>
Kainé let her gaze drift up past the vane and into the cloudy sky.;Kainé leva ensuite les yeux vers le ciel nuageux.;907;Kainé let her gaze drift up past the vane and into the cloudy sky.
The last faint hints of a rainbow were slowly fading.;Les vestiges d'un arc-en-ciel coloraient encore l'horizon.;908;The last faint hints of a rainbow were slowly fading.
As she turned and headed for home, the light scattered into a million particles and vanished, seemingly taken away on the breeze.;Lorsqu'elle se retourna, la lumière se diffusa et s'évanouit dans l'air humide.;909;As she turned and headed for home, the light scattered into a million particles and vanished, seemingly taken away on the breeze.
In the distance, Kainé heard the steady sounds of an axe striking wood. The noise had a purposeful quality to it, as if she was hearing a master woodsman go about his work.;Kainé entendit au loin le bruit régulier d'une hache frappant du bois. Ce bruit possédait une certaine cadence, comme si un maître bûcheron donnait du cœur à l'ouvrage.;910;In the distance, Kainé heard the steady sounds of an axe striking wood. The noise had a purposeful quality to it, as if she was hearing a master woodsman go about his work.
"The firewood being produced, however, was as far from a work of art as could be; pieces of every shape and size were being flung about a barren yard with wild abandon. <STOP>Anyone trying to stack such wood would probably die of frustration before the job was through.<PAGE>";Toutefois, les morceaux de bois qui en résultaient étaient loin d'être des bûches parfaites. Des pièces de taille et forme diverses étaient éparpillées de part et d'autre de la cour déserte. <STOP>Personne n'aurait pu les empiler sans se cribler les mains d'échardes.<PAGE>;911;"The firewood being produced, however, was as far from a work of art as could be; pieces of every shape and size were being flung about a barren yard with wild abandon. <STOP>Anyone trying to stack such wood would probably die of frustration before the job was through.<PAGE>"
...Stupid piece of shit axe!;Sale hache de merde#!;912;...Stupid piece of shit axe!
Kainé's grandmother flailed away with the axe, filling the air with both splinters of wood and words that would make the most hardened sailor blush.;La grand-mère de Kainé battait l'air de sa hache et jurait comme un charretier, des copeaux de bois virevoltant autour d'elle.;913;Kainé's grandmother flailed away with the axe, filling the air with both splinters of wood and words that would make the most hardened sailor blush.
Grandma! called Kainé.;Mamie#! appela Kainé.;914;Grandma! called Kainé.
"What!? yelled the old woman, taking her eyes off the wood for a moment. <STOP>""Oh, it's you, Kainé? <STOP>Don't get too close, or I might take your goddamn foot off by mistake.""";Quoi#?! répondit la vieille femme, détachant un moment ses yeux de la bûche devant elle. <STOP>Oh, c'est toi Kainé#! T'approche pas trop, je pourrais te couper un putain de pied par erreur.;915;"What!? yelled the old woman, taking her eyes off the wood for a moment. <STOP>""Oh, it's you, Kainé? <STOP>Don't get too close, or I might take your goddamn foot off by mistake."""
She brought the axe down on a piece of wood, sending chips flying in every direction. One spun past Kainé close enough for her to hear the whistle, at which point she decided to step back.;Elle abattit de nouveau la hache sur le morceau de bois et des éclisses pointues volèrent aux alentours. L'une d'elles frôla la joue de Kainé en sifflant et la jeune fille décida de reculer un peu.;916;She brought the axe down on a piece of wood, sending chips flying in every direction. One spun past Kainé close enough for her to hear the whistle, at which point she decided to step back.
Once she'd scuttled to a safe distance, she cupped her hands around her mouth and shouted. ;Une fois en lieu sûr, elle mit ses mains en porte-voix et cria#:;917;Once she'd scuttled to a safe distance, she cupped her hands around her mouth and shouted. 
Grandma!;Mamie#!;918;Grandma!
Do you need help? <STOP>I can get you water or lunch or...uh...a new axe or something!<PAGE>;As-tu besoin d'aide#? Je pourrais t'apporter à boire ou à manger#! Ou une autre hache...!<PAGE>;919;Do you need help? <STOP>I can get you water or lunch or...uh...a new axe or something!<PAGE>
The axe, poised to strike another wobbly blow, paused in midair. The old woman considered her granddaughter's offer for a moment, then smiled.;Prête à frapper un autre coup chancelant, la vieille femme s'arrêta, le bras toujours en l'air. Elle réfléchit à l'offre de sa petite-fille, puis sourit.;920;The axe, poised to strike another wobbly blow, paused in midair. The old woman considered her granddaughter's offer for a moment, then smiled.
Hmmm... Tell you what. Since I'm doing such a piss-poor job of choppin', why don't you come here and take over so I can go get the water. <STOP>Shades have been restless lately, you know, and I don't want you runnin' into one of them bastards.;Hum, j'ai une meilleure idée. Puisque je fais un boulot minable, viens me remplacer et j'irai chercher de l'eau moi-même. <STOP>Les Ombres s'agitent ces derniers temps et je voudrais pas que tu aies à en affronter une.;921;Hmmm... Tell you what. Since I'm doing such a piss-poor job of choppin', why don't you come here and take over so I can go get the water. <STOP>Shades have been restless lately, you know, and I don't want you runnin' into one of them bastards.
Relinquishing the axe, her grandmother picked up a long pole with wooden buckets on either end. <STOP>Gathering water was by far the more difficult of the two jobs, but Kainé knew better than to complain. Once Grandma's mind was set, there was no changing it.;Sa grand-mère lui tendit sa hache, puis ramassa une perche munie d'un seau à chaque extrémité. Aller au puits était la tâche la plus difficile, mais Kainé se garda bien de le mentionner. Il était impossible de faire changer la vieille femme d'avis une fois qu'elle avait pris sa décision.;922;Relinquishing the axe, her grandmother picked up a long pole with wooden buckets on either end. <STOP>Gathering water was by far the more difficult of the two jobs, but Kainé knew better than to complain. Once Grandma's mind was set, there was no changing it.
Kainé did her best to help with chores, but Grandma took every task that required travel to the village. <STOP>Though she had a long list of plausible excuses, Kainé knew the real reason: She didn't want her granddaughter to be taunted and harassed by the villagers. ;Kainé s'occupait des tâches ménagères et aidait sa grand-mère du mieux qu'elle le pouvait, mais celle-ci se chargeait de tout ce qui demandait d'aller au village. Elle trouvait toujours une excuse pour le faire, mais Kainé savait qu'elle voulait éviter à sa petite-fille les harcèlements des villageois.;923;Kainé did her best to help with chores, but Grandma took every task that required travel to the village. <STOP>Though she had a long list of plausible excuses, Kainé knew the real reason: She didn't want her granddaughter to be taunted and harassed by the villagers. 
Once Kainé moved in, Grandma decided to take up residence a good distance from The Aerie. <STOP>Out of sight, out of mind seemed to be the best policy when it came to the villagers and her granddaughter, and rare were the days when any but the two of them could be found on the rocky acre of land they called home.;Lorsqu'elle avait adopté Kainé, sa grand-mère avait déménagé à l'extérieur de l'Aire. Rester à l'écart semblait être la meilleure attitude à adopter. Elles vivaient seules, loin des regards méprisants des villageois, sur un lopin de terre rocailleuse.;924;Once Kainé moved in, Grandma decided to take up residence a good distance from The Aerie. <STOP>Out of sight, out of mind seemed to be the best policy when it came to the villagers and her granddaughter, and rare were the days when any but the two of them could be found on the rocky acre of land they called home.
Kainé enjoyed the solitude, but harbored a secret resentment that her grandmother was forced to spend her golden years in such a place.;Kainé aimait cette solitude, mais nourrissait une rancœur secrète envers ceux qui forçaient sa grand-mère à terminer ses jours dans un endroit pareil.;925;Kainé enjoyed the solitude, but harbored a secret resentment that her grandmother was forced to spend her golden years in such a place.
After watching her grandmother leave, Kainé turned her attention to the task at hand. She had never chopped wood before in her life, and soon discovered why the old woman hated the chore. <STOP>Swing after swing of the axe produced only a tiny crack in the wood, and when she finally managed to connect with a solid stroke, the tool embedded itself in the log and refused to budge. <STOP>Frustrated, Kainé swung the axe around her head and threw it, log and all, across the yard.;Après le départ de la vieille femme avec ses seaux, Kainé s'attela à la tâche. Elle n'avait jamais coupé de bois de sa vie et découvrit bien rapidement pourquoi sa grand-mère détestait cette corvée. <STOP>Chaque coup de hache ne produisait qu'une petite fissure dans le bois et si elle arrivait à assener un coup plus puissant, l'outil restait pris dans le bois et refusait de bouger. <STOP>Frustrée, Kainé jeta la hache, toujours attachée au morceau de bois, de l'autre côté de la cour.;926;After watching her grandmother leave, Kainé turned her attention to the task at hand. She had never chopped wood before in her life, and soon discovered why the old woman hated the chore. <STOP>Swing after swing of the axe produced only a tiny crack in the wood, and when she finally managed to connect with a solid stroke, the tool embedded itself in the log and refused to budge. <STOP>Frustrated, Kainé swung the axe around her head and threw it, log and all, across the yard.
Dammit! Dammit! Uh...crap!;...#Putain de merde#! Euh... zut#!;927;Dammit! Dammit! Uh...crap!
She suddenly understood the joy her grandmother felt in a good curse. <STOP>Happier now, she picked up the axe, forced it from the wood, and resumed chopping. She had a natural skill with a blade, but the task was challenging, and blisters soon began to form on her small, pink hands.;Elle comprit soudainement le plaisir que prenait sa grand-mère à jurer. <STOP>Ravivée, elle ramassa la hache, l'arracha de sa prison de bois et se remit au travail. Elle était habile, mais la tâche était ardue. Des cloques se formèrent sur ses petites mains blanches.;928;She suddenly understood the joy her grandmother felt in a good curse. <STOP>Happier now, she picked up the axe, forced it from the wood, and resumed chopping. She had a natural skill with a blade, but the task was challenging, and blisters soon began to form on her small, pink hands.
<FONT=ITALIC>This is tough.</FONT> <STOP><FONT=ITALIC>And my logs are all weird sizes. </FONT>;<FONT=ITALIC>C'est dur... Mes bûches sont toutes de tailles différentes. </FONT>;929;<FONT=ITALIC>This is tough.</FONT> <STOP><FONT=ITALIC>And my logs are all weird sizes. </FONT>
Spitting on her palms and ignoring the pain, Kainé redoubled her efforts.;Elle cracha dans ses paumes et redoubla ses efforts, ignorant la douleur.;930;Spitting on her palms and ignoring the pain, Kainé redoubled her efforts.
"Just as she was developing a rhythm, Grandma returned from the village. <STOP>Setting down her buckets with a small sigh, she took one look at the logs and coughed out a wheezy laugh. ""Pretty clumsy, girl! You better practice if...";Kainé venait à peine de trouver son rythme lorsque sa grand-mère revint du village. Celle-ci déposa ses seaux en soupirant, jeta un coup d'œil aux bûches et toussa violemment.;931;"Just as she was developing a rhythm, Grandma returned from the village. <STOP>Setting down her buckets with a small sigh, she took one look at the logs and coughed out a wheezy laugh. ""Pretty clumsy, girl! You better practice if..."
"if you...""";Comme t'es maladroite, ma petite#! Tu devras y travailler si tu... tu... Mais qu'est-ce qui...?;932;"if you..."""
Her grandmother suddenly collapsed to her knees, causing one of the buckets to wobble precariously. <STOP>Eyes wide, Kainé dropped the axe and ran to her grandmother's side.;La vieille femme s'effondra sur ses genoux et fit chanceler un des seaux. <STOP>Les yeux agrandis par la panique, Kainé laissa tomber la hache et courut rejoindre sa grand-mère.;933;Her grandmother suddenly collapsed to her knees, causing one of the buckets to wobble precariously. <STOP>Eyes wide, Kainé dropped the axe and ran to her grandmother's side.
Grandma!;Mamie#!!;934;Grandma!
The old woman shook her head and pointed a trembling finger at the bucket.;La vieille femme secoua la tête et pointa le seau d'un doigt tremblant.;935;The old woman shook her head and pointed a trembling finger at the bucket.
Get...get the bucket... C-can't let it spill...;Le... le seau... Vite, avant qu'il se renverse...;936;Get...get the bucket... C-can't let it spill...
Kainé steadied the bucket with a foot as she knelt by her grandmother. A small bit of water sloshed over the side and made a new home in the hem of her dress, but Kainé didn't notice.;Elle stabilisa le seau de son pied tout en s'agenouillant près de sa grand-mère. Un peu d'eau déborda et vint mouiller le bord de sa robe, mais Kainé ne s'en aperçut pas.;937;Kainé steadied the bucket with a foot as she knelt by her grandmother. A small bit of water sloshed over the side and made a new home in the hem of her dress, but Kainé didn't notice.
Grandma! Grandma, what's happening!?;Mamie#! Mamie#! Qu'est-ce qui t'arrive#?!;938;Grandma! Grandma, what's happening!?
Crazed with panic, she grabbed her grandmother by the shoulders and shook. After a moment, the woman lifted her arms and batted Kainé away.;Affolée, elle secoua les épaules de la vieille femme. Après quelques instants, celle-ci leva ses bras et repoussa Kainé.;939;Crazed with panic, she grabbed her grandmother by the shoulders and shook. After a moment, the woman lifted her arms and batted Kainé away.
S-stop that! Just stop now! she cried, breathing heavily.;Ar-arrête#! Je te dis d'arrêter#! s'écria-t-elle, essoufflée.;940;S-stop that! Just stop now! she cried, breathing heavily.
"<STOP>""It ain't like I'm dying! <STOP>Just tired from the trip is all.""";<STOP>C'est pas comme si j'allais mourir#! <STOP>Le trajet m'a un peu fatiguée, voilà tout...;941;"<STOP>""It ain't like I'm dying! <STOP>Just tired from the trip is all."""
Kainé desperately wanted to believe her, but one look at the old woman's shaking hands and worn face told her more than words ever could. <STOP>Her grandmother had lived a long, hard life, and it seemed the bill was coming due. ;Kainé voulait désespérément la croire, mais les mains tremblantes et le visage hagard de sa grand-mère trahissaient ses paroles. <STOP>Celle-ci avait vécu une vie longue et difficile. Ses jours étaient comptés.;942;Kainé desperately wanted to believe her, but one look at the old woman's shaking hands and worn face told her more than words ever could. <STOP>Her grandmother had lived a long, hard life, and it seemed the bill was coming due. 
The time when her grandmother watched over Kainé was ending. Sooner than either of them had feared, the positions would be reversed.;Bientôt, elle ne pourrait plus prendre soin de Kainé. Leurs rôles seraient inversés beaucoup plus vite qu'elles ne l'auraient imaginé.;943;The time when her grandmother watched over Kainé was ending. Sooner than either of them had feared, the positions would be reversed.
The next morning, Kainé came to the side of her grandmother's bed and took her wrinkled hand.;Le lendemain matin, Kainé s'assit au chevet de la vieille femme et prit sa main ridée dans la sienne.;944;The next morning, Kainé came to the side of her grandmother's bed and took her wrinkled hand.
Grandma, you're sick, and you need medicine. I'm going to the village.;Mamie, tu es malade et tu as besoin de médicaments. Je vais aller en chercher au village.;945;Grandma, you're sick, and you need medicine. I'm going to the village.
"The old woman shook her head and tried to rise, but Kainé gently pushed her down. ""It's all right,"" she said. ""I'll be fine.""<PAGE>";Sa grand-mère secoua la tête et essaya de se lever, mais Kainé la força à se recoucher. Tout ira bien, l'assura-t-elle. T'en fais pas. <PAGE>;946;"The old woman shook her head and tried to rise, but Kainé gently pushed her down. ""It's all right,"" she said. ""I'll be fine.""<PAGE>"
Her grandmother fixed her with a gaze that could melt steel. <STOP>After what seemed an eternity, she finally lowered her eyes and sighed.;La vieille femme la fixa d'un regard perçant. <STOP>Après ce qui sembla être une éternité à Kainé, elle baissa les yeux et soupira.;947;Her grandmother fixed her with a gaze that could melt steel. <STOP>After what seemed an eternity, she finally lowered her eyes and sighed.
Well, I don't like it, goddammit. <STOP>But I guess I should quit bein' so stubborn and let you grow up.;Eh bien, ça me plaît pas du tout#! <STOP>Mais je suppose que je devrais arrêter d'être têtue et te laisser grandir.;948;Well, I don't like it, goddammit. <STOP>But I guess I should quit bein' so stubborn and let you grow up.
The old woman watched as Kainé strapped on her boots and made her way down the road to the village. <STOP>Hours later, as an unseen sun made its way across a dark and rainy sky, she was still watching.;Kainé mit ses bottes sous l'œil attentif de sa grand-mère et partit en direction du village. <STOP>Plusieurs heures plus tard, alors que le soleil était toujours caché derrière le ciel nuageux et pluvieux, la vieille femme fixait toujours la porte.;949;The old woman watched as Kainé strapped on her boots and made her way down the road to the village. <STOP>Hours later, as an unseen sun made its way across a dark and rainy sky, she was still watching.
Kainé moved at a brisk pace, checking her pockets every few minutes to make sure the money her grandmother gave her was still there. <STOP>Every noise caused her to spin on her heels, making sure she wasn't being stalked by a Shade—or worse, Dimo and his gang. ;Kainé avançait d'un bon pas, vérifiant à chaque détour que l'argent que lui avait donné sa grand-mère était toujours dans sa poche. <STOP>Elle se retournait à tous les bruits pour bien s'assurer qu'elle n'était pas suivie par une Ombre, ou pire encore, par Dimo et sa bande.;950;Kainé moved at a brisk pace, checking her pockets every few minutes to make sure the money her grandmother gave her was still there. <STOP>Every noise caused her to spin on her heels, making sure she wasn't being stalked by a Shade—or worse, Dimo and his gang. 
But she encountered neither tormentors nor Shades, and Kainé finally found herself at the entrance to the village. <STOP>The few adults she could see glanced sideways at her, then muttered to each other behind raised hands before slinking away into the shadows. ;Kainé atteint le village sans avoir rencontré d'Ombre ou ses anciens bourreaux. <STOP>Les adultes qu'elle aperçut l'observèrent du coin de l'œil, grommelèrent quelques paroles entre eux, puis partirent furtivement.;951;But she encountered neither tormentors nor Shades, and Kainé finally found herself at the entrance to the village. <STOP>The few adults she could see glanced sideways at her, then muttered to each other behind raised hands before slinking away into the shadows. 
Her heart racing, Kainé took a series of rapid, shallow breaths and tried to calm herself.;Le cœur de Kainé battait la chamade. Elle tenta de reprendre haleine et de se calmer.;952;Her heart racing, Kainé took a series of rapid, shallow breaths and tried to calm herself.
<FONT=ITALIC>I have to prove myself. I have to help Grandma.</FONT>;<FONT=ITALIC>Je dois faire mes preuves. Je dois aider mamie.</FONT>;953;<FONT=ITALIC>I have to prove myself. I have to help Grandma.</FONT>
<FONT=ITALIC>I...I have to be strong.</FONT>;<FONT=ITALIC>Je... je dois être forte.</FONT>;954;<FONT=ITALIC>I...I have to be strong.</FONT>
She chanted those words to herself over and over as she slowly made her way. <STOP>Finally, her eyes settled on a rotund older woman who was angrily waving her arms in the air and telling anyone who would listen exactly what she thought of Kainé's presence.<PAGE>;Elle se répéta ces paroles tout en avançant. <STOP>Elle finit par remarquer une vieille femme rondelette qui gesticulait en criant à qui voulait bien l'entendre ce qu'elle pensait de Kainé.<PAGE>;955;She chanted those words to herself over and over as she slowly made her way. <STOP>Finally, her eyes settled on a rotund older woman who was angrily waving her arms in the air and telling anyone who would listen exactly what she thought of Kainé's presence.<PAGE>
"Hey, lady, said Kainé with a bravado she did not feel. ""Where's the apothecary?""";Dites, madame, demanda Kainé avec plus de courage qu'elle n'en avait. Où est l'apothicaire#?;956;"Hey, lady, said Kainé with a bravado she did not feel. ""Where's the apothecary?"""
The woman's flabby cheeks shook in bewildered anger. <FONT=ITALIC>How dare this...this</FONT> thing <FONT=ITALIC>speak to me!</FONT> they seemed to say. But Kainé saw that her eyes held a different emotion: fear.;Les joues pendantes de la vieille femme tremblèrent de colère. <FONT=ITALIC>Comment cette... cette...</FONT> créature <FONT=ITALIC>ose-t-elle s'adresser à moi#?!</FONT> semblaient-elles vouloir dire. Mais Kainé reconnut l'émotion qui voilait ses yeux#: la peur.;957;The woman's flabby cheeks shook in bewildered anger. <FONT=ITALIC>How dare this...this</FONT> thing <FONT=ITALIC>speak to me!</FONT> they seemed to say. But Kainé saw that her eyes held a different emotion: fear.
<FONT=ITALIC>Yeah, we're both scared, lady. Trust me on this one.</FONT>;<FONT=ITALIC>Ouais, on a aussi peur l'une que l'autre. Tu peux me croire.</FONT>;958;<FONT=ITALIC>Yeah, we're both scared, lady. Trust me on this one.</FONT>
Which way? Kainé repeated.;Où est-il#? répéta Kainé.;959;Which way? Kainé repeated.
The woman pointed at a small building to her right before hitching up her dress and stumbling off in the other direction. <STOP>Kainé cringed, expecting a stone to come flying from the assembled crowd, but none came.;La vieille femme pointa une petite hutte à sa droite, puis retroussa sa jupe et prit ses jambes à son cou dans la direction opposée. <STOP>Kainé se recroquevilla, s'attendant à ce qu'un membre de la foule qui s'était assemblée autour d'elles lui lance une pierre. Personne ne le fit.;960;The woman pointed at a small building to her right before hitching up her dress and stumbling off in the other direction. <STOP>Kainé cringed, expecting a stone to come flying from the assembled crowd, but none came.
Her mind was filled with a strange sense of pride as she made her way to the apothecary. But the new emotion had little time to take root, for as soon as she opened the door, she noticed a familiar customer at the counter.;Une étrange fierté l'envahit alors qu'elle s'approchait de la demeure de l'apothicaire. Cependant, cette nouvelle émotion n'eut pas le temps de s'épanouir, car elle aperçut une silhouette familière lorsqu'elle ouvrit la porte.;961;Her mind was filled with a strange sense of pride as she made her way to the apothecary. But the new emotion had little time to take root, for as soon as she opened the door, she noticed a familiar customer at the counter.
It was Dimo. He'd clearly been sent here on some kind of family errand, because his gang of followers was nowhere to be found.;Dimo se tenait devant le comptoir. On l'avait sans doute envoyé faire des courses, car sa bande n'était nulle part aux alentours.;962;It was Dimo. He'd clearly been sent here on some kind of family errand, because his gang of followers was nowhere to be found.
"Oh my go... he sputtered.  ""I mean, uh... What are you doing here, freak!?""";Oh non...! bredouilla-t-il. Euh, je veux dire... Qu'est-ce que tu fais ici, sale monstre#?!;963;"Oh my go... he sputtered.  ""I mean, uh... What are you doing here, freak!?"""
The insult was delivered without force, and Kainé happily ignored it. Stretching on tiptoes to see over the counter, she asked the shopkeeper for the medication.<PAGE>;L'insulte avait été proférée sans venin et Kainé l'ignora. Elle se mit sur la pointe des pieds pour voir au-delà du comptoir et demanda à l'apothicaire les médicaments dont elle avait besoin.<PAGE>;964;The insult was delivered without force, and Kainé happily ignored it. Stretching on tiptoes to see over the counter, she asked the shopkeeper for the medication.<PAGE>
"Ha! barked Dimo. ""That old bitch finally keel over!?""";Ha#! aboya Dimo. La vieille bique a finalement décidé de crever#?!;965;"Ha! barked Dimo. ""That old bitch finally keel over!?"""
Go to hell, Dimo!;Va te faire foutre, Dimo#!;966;Go to hell, Dimo!
The boy's eyes grew so wide they seemed ready to fall out of his head. But before he could let fly a comeback—or worse, a punch—the apothecary told them to knock it off before he kicked them out of the store.;Les yeux du garçon, écarquillés de surprise, semblaient vouloir sortir de leurs orbites. Avant qu'il ne puisse répliquer ou l'attaquer, l'apothicaire intervint et leur fit vite comprendre qu'il les jetterait dehors s'ils continuaient ainsi.;967;The boy's eyes grew so wide they seemed ready to fall out of his head. But before he could let fly a comeback—or worse, a punch—the apothecary told them to knock it off before he kicked them out of the store.
Dimo slunk out of the shop, cursing Kainé under his breath. <STOP>Once he was gone, she allowed herself to breathe once more, taking a brief tour of the shop while the owner prepared her medication.;Dimo sortit du magasin en maudissant Kainé à voix basse. <STOP>Quand il fut parti, Kainé respira de nouveau et prit quelques moments pour admirer les étalages pendant que l'apothicaire préparait ses médicaments.;968;Dimo slunk out of the shop, cursing Kainé under his breath. <STOP>Once he was gone, she allowed herself to breathe once more, taking a brief tour of the shop while the owner prepared her medication.
Countless tiny bottles filled the cramped store, each with a label written in some indecipherable language. An ocean of aromas assaulted her nose, creating a scent that was exotic, but not altogether unpleasant. <STOP>Seeing such a variety of supplies gave Kainé a sense of peace. Surely, in a world so vast, there would be a place that she could call home.;Les étagères qui meublaient la salle exiguë étaient encombrées d'une multitude de petites bouteilles, chacune portant une étiquette dans une langue inconnue. Une bouffée d'odeurs variées assaillit les narines de Kainé, se mélangeant pour créer un parfum exotique et plutôt agréable. À ses yeux, une telle variété de marchandises était rassurante. Elle pourrait sûrement trouver sa place dans un monde aussi vaste et divers.;969;Countless tiny bottles filled the cramped store, each with a label written in some indecipherable language. An ocean of aromas assaulted her nose, creating a scent that was exotic, but not altogether unpleasant. <STOP>Seeing such a variety of supplies gave Kainé a sense of peace. Surely, in a world so vast, there would be a place that she could call home.
On the far wall, behind the counter, rested a portrait of a stunning young girl. <STOP>The picture had once contained bright, vibrant colors, but time had worked its magic, and they were beginning to fade. The beauty of the work, however, remained undiminished.;Le portrait d'une jeune fille ravissante était accroché au mur derrière le comptoir. Le temps avait fait pâlir ses couleurs autrefois éclatantes, mais sa beauté rayonnait toujours.;970;On the far wall, behind the counter, rested a portrait of a stunning young girl. <STOP>The picture had once contained bright, vibrant colors, but time had worked its magic, and they were beginning to fade. The beauty of the work, however, remained undiminished.
You like that picture?;Ce dessin te plaît#?;971;You like that picture?
Kainé turned to find the apothecary with a small vial of medicine in his hand. His eyes were gentle but sad, and they seemed to stare through her and into nothing as he spoke.;Kainé se retourna et aperçut l'apothicaire, une bouteille de médicaments en main.Son regard était doux, mais triste et il sembla ne pas vraiment la voir lorsqu'il continua#:;972;Kainé turned to find the apothecary with a small vial of medicine in his hand. His eyes were gentle but sad, and they seemed to stare through her and into nothing as he spoke.
That's my daughter. I sketched it when she was just a little girl. ...She's been dead a long time now.;C'est ma fille. J'ai dessiné son portrait quand elle était petite. Il y a longtemps qu'elle n'est plus de ce monde...;973;That's my daughter. I sketched it when she was just a little girl. ...She's been dead a long time now.
"Kainé didn't know how to respond; she just stared at the portrait and tried to come up with the right words.";Kainé ne sut que répondre. Elle fixa plutôt le portrait, en quête d'inspiration.;974;"Kainé didn't know how to respond; she just stared at the portrait and tried to come up with the right words."
"Pictures are wonderful things, continued the shopkeeper. ""They let the ones closest to you live on forever.""";Un portrait est une chose merveilleuse, déclara l'apothicaire. Il permet à ceux qui nous sont chers de vivre éternellement.;975;"Pictures are wonderful things, continued the shopkeeper. ""They let the ones closest to you live on forever."""
He shook his head slightly, then looked down at Kainé and smiled. Handing her the medicine, he reached into his sizeable green apron and produced a handful of old wax crayons.;L'homme secoua doucement la tête, regarda Kainé et sourit. Il lui donna la fiole de médicaments, puis sortit une poignée de vieux crayons de cire de son grand tablier vert.;976;He shook his head slightly, then looked down at Kainé and smiled. Handing her the medicine, he reached into his sizeable green apron and produced a handful of old wax crayons.
You should have these. There's no one left that I wish to draw.<PAGE>;Tiens, prends-les. Je n'ai plus personne à dessiner.<PAGE>;977;You should have these. There's no one left that I wish to draw.<PAGE>
Kainé took an instinctive step back, causing the shopkeeper's face to darken.;Kainé recula instinctivement et le visage de l'apothicaire s'assombrit.;978;Kainé took an instinctive step back, causing the shopkeeper's face to darken.
"Yes, I've heard the rumors about you, he said. ""It's a small village, and word travels quickly. <STOP>Between you and me, I'm not sure which of them to believe...but I also don't think they matter much. <STOP>I knew your grandmother Kali, and I think the way she was driven out of this town is just deplorable.""<PAGE>";Oui, j'ai entendu les rumeurs qui courent à ton sujet, dit-il. C'est un petit village et les nouvelles se propagent rapidement. <STOP>À vrai dire, je ne sais que croire... mais je ne pense pas qu'elles soient importantes. Je connais Kali, ta grand-mère, et je n'aime pas qu'on l'ait exilée ainsi du village.;979;"Yes, I've heard the rumors about you, he said. ""It's a small village, and word travels quickly. <STOP>Between you and me, I'm not sure which of them to believe...but I also don't think they matter much. <STOP>I knew your grandmother Kali, and I think the way she was driven out of this town is just deplorable.""<PAGE>"
