JAP;FR;COUNT;OUPS
Oh, no...;Oh, non...;429;Oh, no...
Did you look EVERYWHERE? Did you yell her name and stuff?;Avez-vous cherché partout#? Avez-vous crié son nom#?;431;Did you look EVERYWHERE? Did you yell her name and stuff?
...Why didn't you try harder!?;...#Pourquoi vous avez pas fait plus d'efforts#?!;432;...Why didn't you try harder!?
Gideon! He tried his best!;Gidéon#! Il a fait de son mieux#!;433;Gideon! He tried his best!
Really, you don't have to scold—;Ne le réprimande pas...;434;Really, you don't have to scold—
How much more do I have to wait for her?;Combien de temps est-ce que je dois encore l'attendre#?;435;How much more do I have to wait for her?
Mooooooom!;Mamaaaaaaaaaan#!;436;Mooooooom!
Did she die alone?;Est-elle morte seule#?;437;Did she die alone?
Uh...;Euh...;438;Uh...
...It's okay. I know all about it.;... Ça va, je suis au courant.;439;...It's okay. I know all about it.
Just tell me: Did she die with the one she loved?;Dites-le-moi... Est-elle morte avec celui qu'elle aimait#?;440;Just tell me: Did she die with the one she loved?
We found two bodies. It appears they left this life as one.;Nous avons trouvé deux corps. Il semblerait qu'ils aient quitté ce monde au même moment.;441;We found two bodies. It appears they left this life as one.
...Okay. That's okay.;... D'accord. Bien.;442;...Okay. That's okay.
Come again?;Pardon ?;443;Come again?
Mom was always so frustrated, you know? Torn between her duty to us and her heart...;Maman était tellement frustrée, vous savez ? Déchirée entre son devoir de mère et son cœur...;444;Mom was always so frustrated, you know? Torn between her duty to us and her heart...
I think... I think this is best.;Je crois... Je crois que c'est mieux ainsi.;445;I think... I think this is best.
You forgive her?;Tu lui pardonnes ?;446;You forgive her?
She was my mother, but she was also human, and prone to failure. I know that.;C'était ma mère, mais elle était aussi humaine et portée à faire des erreurs. Je le sais bien.;447;She was my mother, but she was also human, and prone to failure. I know that.
We found this next to her.;Nous avons trouvé ceci près d'elle.;448;We found this next to her.
Oh... It smells like her bread.;Oh... C'est l'odeur de son pain.;449;Oh... It smells like her bread.
It smells like her.;C'est l'odeur de maman.;450;It smells like her.
Dammit... I'm not gonna cry.;Non... Il ne faut pas que je pleure.;451;Dammit... I'm not gonna cry.
If Gideon sees me like this... Dammit...;Si Gidéon m'aperçoit... Bon sang...;452;If Gideon sees me like this... Dammit...
I hope I did the right thing...;J'espère que j'ai pris la bonne décision...;453;I hope I did the right thing...
Thank you. Thank you for everything you've done.;Merci. Merci pour tout ce que vous avez fait pour nous.;454;Thank you. Thank you for everything you've done.
You did the right thing. Never doubt it.;Tu as pris la bonne décision. N'en doute jamais.;455;You did the right thing. Never doubt it.
Mom... I wanna see Mom...;Maman... Je veux voir maman...;456;Mom... I wanna see Mom...
I'll do whatever it takes to keep the two of us together.;Je ferais n'importe quoi pour que nous restions ensemble.;457;I'll do whatever it takes to keep the two of us together.
He doesn't speak about Mom as much these days.;Mon frère ne parle plus autant de maman ces derniers temps.;458;He doesn't speak about Mom as much these days.
Jakob?;Jakob ?;459;Jakob?
Yeah?;Qu'y a-t-il ?;460;Yeah?
Can you read me a story?;Tu peux me lire une histoire ?;461;Can you read me a story?
In a bit, okay? I've got a customer right now.;Dans un moment, d'accord ? Je dois d'abord servir ce client.;462;In a bit, okay? I've got a customer right now.
Yonah?;Yonah#?;463;Yonah?
Ngh...;Oooh...;464;Ngh...
Yonah!? What is it!?;Yonah#?! Qu'y a-t-il#?!;465;Yonah!? What is it!?
It...h-hurts.;J'ai mal...;466;It...h-hurts.
It's going to be all right.;Oh, ma chérie...;467;It's going to be all right.
I'll go get some medicine. Just hold on.;Je vais aller chercher des médicaments. Ne bouge pas.;468;I'll go get some medicine. Just hold on.
Brother...;Papa...;469;Brother...
What?;Quoi#?;470;What?
Don't do anything...d-dangerous.;Ne prends pas... de risques.;471;Don't do anything...d-dangerous.
I won't.;Tu n'as pas à t'inquiéter.;472;I won't.
Brother...;Papa...;473;Brother...
What?;Quoi#?;474;What?
Don't do anything...d-dangerous.;Ne prends pas... de risques.;475;Don't do anything...d-dangerous.
I won't.;Tu n'as pas à t'inquiéter.;476;I won't.
The Black Scrawl seems to be advancing at a furious rate.;La nécrose runique semble s'aggraver rapidement.;477;The Black Scrawl seems to be advancing at a furious rate.
She needs something to stop her pain.;Je dois trouver un remède contre la douleur.;478;She needs something to stop her pain.
Let's see if Popola's got any ideas.;Popola saura sans doute où en trouver.;479;Let's see if Popola's got any ideas.
You have any pain medicine, Popola?;Sais-tu où je pourrais me procurer un remède contre la douleur, Popola#?;480;You have any pain medicine, Popola?
Pain medicine?;Pourquoi en as-tu besoin#?;481;Pain medicine?
It's for Yonah. Her pain is... It's getting really bad.;C'est pour Yonah... Elle souffre beaucoup.;482;It's for Yonah. Her pain is... It's getting really bad.
That poor girl!;La pauvre...!;483;That poor girl!
Well... I guess we could try a shaman fish.;Hum... Je suppose que tu pourrais lui donner une potion préparée à partir d'un poisson-shaman.;484;Well... I guess we could try a shaman fish.
Never heard of it.;Je n'en ai jamais entendu parler.;485;Never heard of it.
You can catch them at Seafront. Their livers contain a chemical that's said to dull even the strongest pain.;On peut en attraper en pêchant sur la plage de Littoral. Leur foie contient une enzyme qui aide à calmer même la douleur la plus intense.;486;You can catch them at Seafront. Their livers contain a chemical that's said to dull even the strongest pain.
Great. ...So where's Seafront?;Bien. Et où se trouve Littoral#?;487;Great. ...So where's Seafront?
Out beyond the southern plains.;De l'autre côté de la plaine méridionale.;488;Out beyond the southern plains.
Shades have been spotted there recently, so be careful.;On a aperçu des Ombres sur la plaine récemment. Sois prudent.;489;Shades have been spotted there recently, so be careful.
Once you arrive at Seafront, you'll probably need to catch the fish yourself.;Une fois parvenu à Littoral, tu devras probablement attraper le poisson toi-même.;490;Once you arrive at Seafront, you'll probably need to catch the fish yourself.
They don't keep very well, so people often use them as soon as they're caught.;Les poissons-shamans se gâtent vite, alors on les utilise dès que possible.;491;They don't keep very well, so people often use them as soon as they're caught.
Argh! Shades! Go away!;Aaah ! Des Ombres ! Laissez-moi tranquille !;492;Argh! Shades! Go away!
You saved me...;Tu m'as sauvé la vie...;493;You saved me...
Things are getting really bad here...;La situation empire chaque jour...;494;Things are getting really bad here...
Here you go. Make good use of it, all right?;Tiens... Fais-en bon usage.;495;Here you go. Make good use of it, all right?
I tell you, that old lady in the lighthouse is a royal pain!;Cette vieille femme qui vit dans le phare est enquiquinante#!;496;I tell you, that old lady in the lighthouse is a royal pain!
I think her bad attitude is all that keeps her alive!;Je crois que c'est son comportement hostile qui la garde en vie#!;497;I think her bad attitude is all that keeps her alive!
"That ""illness"" she has seems awfully suspicious!";La «#maladie#» dont elle souffre me semble terriblement suspecte#!;498;"That ""illness"" she has seems awfully suspicious!"
I think she's just a big faker! There! I said it! Now what!?;Je suis certaine qu'elle l'a inventée#! Voilà#! Je l'ai dit tout haut#!;499;I think she's just a big faker! There! I said it! Now what!?
That old woman in the lighthouse has her own troubles... Ah, never mind.;La vieille femme du phare a ses soucis, elle aussi... Ah, oubliez ça.;500;That old woman in the lighthouse has her own troubles... Ah, never mind.
Whew... I'm...so tired...;Ouf... Je suis... épuisée...;501;Whew... I'm...so tired...
A shaman fish? I... Yeah, I dunno. I've never seen one of those for sale before.;Un poisson-shaman#? Je... Hum... Je ne sais pas trop... Les magasins n'en vendent pas.;502;A shaman fish? I... Yeah, I dunno. I've never seen one of those for sale before.
It may be useful as a remedy, but it tastes terrible!;Même s'il est utile pour préparer des médicaments, le poisson-shaman a très mauvais goût.;503;It may be useful as a remedy, but it tastes terrible!
Shaman fish? Try asking the old man up by the quay. If anyone knows, it'd be him.;Un poisson-shaman#? Vous devriez vous adresser au vieil homme près du quai. Si quelqu'un peut vous aider, c'est probablement lui.;504;Shaman fish? Try asking the old man up by the quay. If anyone knows, it'd be him.
I doubt we'll have much luck blundering around blindly for a shaman fish.;Je doute que tu puisses trouver un poisson-shaman tout seul.;505;I doubt we'll have much luck blundering around blindly for a shaman fish.
You got a better idea?;Aurais-tu une meilleure idée#?;506;You got a better idea?
Perhaps we could try asking some of the townspeople for advice.;Tu devrais peut-être interroger les habitants de la ville.;507;Perhaps we could try asking some of the townspeople for advice.
Now see, Weiss? Why didn't you just say that in the first place instead of being so surly about it?;Pourquoi n'as-tu pas suggéré de le faire dès le début au lieu de maugréer#?;508;Now see, Weiss? Why didn't you just say that in the first place instead of being so surly about it?
A shaman fish? I... Yeah, I dunno. I've never seen one of those for sale before.;Un poisson-shaman#? Je... Hum... Je ne sais pas trop... Les magasins n'en vendent pas.;509;A shaman fish? I... Yeah, I dunno. I've never seen one of those for sale before.
It may be useful as a remedy, but it tastes terrible!;Même s'il est utile pour préparer des médicaments, le poisson-shaman a très mauvais goût.;510;It may be useful as a remedy, but it tastes terrible!
Shaman fish? Try asking the old man up by the quay. If anyone knows, it'd be him.;Un poisson-shaman#? Vous devriez vous adresser au vieil homme près du quai. Si quelqu'un peut vous aider, c'est probablement lui.;511;Shaman fish? Try asking the old man up by the quay. If anyone knows, it'd be him.
This is getting us nowhere.;Tout ça ne mène à rien.;512;This is getting us nowhere.
You got that right.;À qui le dis-tu#!;513;You got that right.
Perhaps our time would be better spent tracking down an expert in the field.;Nous devrions peut-être nous adresser à un maître pêcheur.;514;Perhaps our time would be better spent tracking down an expert in the field.
You think there's one around here?;Tu crois que nous pourrions en trouver un#?;515;You think there's one around here?
Of course! This is a fishing village, is it not?;Mais bien sûr#! Cette ville est un port de pêche, non#?;516;Of course! This is a fishing village, is it not?
Then why didn't you suggest that when we first got here!?;Alors, pourquoi n'as-tu pas suggéré de le faire quand nous sommes arrivés#?;517;Then why didn't you suggest that when we first got here!?
You humans! Always asking for help rather than thinking for yourselves.<PAGE>It really is a loathsome habit.;Pfft#! Les êtres humains ne savent pas se débrouiller seuls. Ils dépendent toujours de l'aide d'autrui.<PAGE>C'est une très mauvaise habitude.;518;You humans! Always asking for help rather than thinking for yourselves.<PAGE>It really is a loathsome habit.
Oh ho! There's the man we want!;Ah, l'homme que nous cherchons est là-bas#!;519;Oh ho! There's the man we want!
I still don't understand why we didn't just ask this guy first.;Je ne comprends toujours pas pourquoi nous ne lui avons pas demandé son aide dès notre arrivée.;520;I still don't understand why we didn't just ask this guy first.
Because. Now, off with us.;Parce que. Allons-y.;521;Because. Now, off with us.
Oh? You wish to search by yourself?;Oh#? Tu veux le trouver toi-même#?;522;Oh? You wish to search by yourself?
Well, I can hardly imagine a more commendable thing.;Voilà une très louable proposition.;523;Well, I can hardly imagine a more commendable thing.
Perhaps I could lend you a helping hand? Err, so to speak.;Je pourrais peut-être te donner un coup de main#? Euh, en quelque sorte...;524;Perhaps I could lend you a helping hand? Err, so to speak.
Eh? Shaman fish? Oh, sure, sure. I could catch ya one of them without ever tryin'!;Hein#? Un poisson-shaman#? Oh, bien sûr#! Je pourrais en attraper un les yeux fermés#!;525;Eh? Shaman fish? Oh, sure, sure. I could catch ya one of them without ever tryin'!
But why give a feller a fish when ya can teach him?;Mais pourquoi donner un poisson à quelqu'un quand on peut lui apprendre comment le pêcher lui-même#?;526;But why give a feller a fish when ya can teach him?
...Here. Take this pole and give 'er a shot.;... Tiens. Essaie toi-même avec cette canne à pêche.;527;...Here. Take this pole and give 'er a shot.
You can catch shaman fish on the beach.;Tu peux attraper des poissons-shamans en pêchant sur la plage.;528;You can catch shaman fish on the beach.
How do ya fish? ...Is that a serious question?;Quoi#? Tu sais pas comment pêcher#?! Impossible#!;529;How do ya fish? ...Is that a serious question?
You gotta move yer body away from where the fish is going. Got it?;T'as qu'à bouger dans la direction opposée à celle du poisson#! Compris#?;530;You gotta move yer body away from where the fish is going. Got it?
Here, lemme give ya a lure while I'm at it.;Tiens, je vais même te donner une amorce.;531;Here, lemme give ya a lure while I'm at it.
Fishing is a test of wills 'tween man and beast! Never give up the fight!;La pêche est un test de volonté entre l'Homme et la bête#! Abandonne jamais#!;532;Fishing is a test of wills 'tween man and beast! Never give up the fight!
Guess we'd better find a good fishing spot...;Essayons de trouver un bon endroit pour pêcher...;533;Guess we'd better find a good fishing spot...
You can catch shaman fish on the beach. Good luck.;Tu peux attraper des poissons-shamans en pêchant sur la plage. Bonne chance.;534;You can catch shaman fish on the beach. Good luck.
Hold it!;Attendez !;540;Hold it!
Huh?;Hein ?;541;Huh?
I said, hold it! Over here!;J'ai dit, attendez ! Par ici !;542;I said, hold it! Over here!
How can you just ignore an old woman in need!? Oh, I weep for this generation!;Comment pouvez-vous ignorer une vieille femme dans le besoin ?! Oh, comme je déplore la nouvelle génération !;543;How can you just ignore an old woman in need!? Oh, I weep for this generation!
The children of this age are nothing but selfish, heartless cads!;Les enfants de nos jours ne sont que d'égoïstes goujats sans-cœur !;544;The children of this age are nothing but selfish, heartless cads!
Wait, are you talking about me?;Un instant, vous parlez de moi ?;545;Wait, are you talking about me?
Oh, ignore her! We've a quest to complete!;Oh, ignore-la ! Nous avons une quête à accomplir !;546;Oh, ignore her! We've a quest to complete!
People like that are best left to their own devices.;Il vaut mieux laisser les gens comme elle se débrouiller sans intervenir.;547;People like that are best left to their own devices.
Oh! Ohhhhhhh! Oh, the pain!;Oh ! Oooooooooooh !<PAGE>Oh, comme j'ai mal !;548;Oh! Ohhhhhhh! Oh, the pain!
What's wrong?;Qu'y a-t-il ?;549;What's wrong?
My illness has returned! It must have been the shock of seeing this rude floating book!;C'est une rechute#! Le choc d'apercevoir ce bouquin volant impoli doit en être la cause#!;550;My illness has returned! It must have been the shock of seeing this rude floating book!
Rude? B-BOOK!? Now see here, madam! I'll have you know—;Impoli ? Bouquin ?! Hé, oh, un instant, madame ! Sachez que...;551;Rude? B-BOOK!? Now see here, madam! I'll have you know—
You! You did this! Oh, what a terrible thing you are!;Toi ! C'est ta faute ! Quel terrible objet tu es !;552;You! You did this! Oh, what a terrible thing you are!
Why, you insolent crone! How dare you address me like some common paperback!?;Insolente vieille bique ! Comment oses-tu t'adresser à moi comme si je n'étais qu'un livre de poche ?!;553;Why, you insolent crone! How dare you address me like some common paperback!?
Easy, Weiss.;Ça suffit, Weiss.;554;Easy, Weiss.
You there! Boy! Would you truly abandon a pitiful old woman to this cruel world?;Et vous, jeune homme ! Abandonneriez-vous vraiment une vieille femme pitoyable en ce monde cruel ?;555;You there! Boy! Would you truly abandon a pitiful old woman to this cruel world?
Are you asking me? Oh, do please ask me...;Tu me le demandes ? Oh, dis que c'est à moi que tu le demandes...!;556;Are you asking me? Oh, do please ask me...
Accept the old woman's request?;Voulez-vous accéder à la demande de la vieille femme#?;557;Accept the old woman's request?
<LIST>Yes</LIST>;<LIST>Oui</LIST>;558;<LIST>Yes</LIST>
<LIST>No</LIST>;<LIST>Non</LIST>;559;<LIST>No</LIST>
Accept the old woman's request?;Voulez-vous accéder à la demande de la vieille femme#?;560;Accept the old woman's request?
<LIST=1174>Yes</LIST>;<LIST=1174>Oui</LIST>;561;<LIST=1174>Yes</LIST>
<LIST=1175>No</LIST>;<LIST=1175>Non</LIST>;562;<LIST=1175>No</LIST>
Accept the old woman's request?;Voulez-vous accéder à la demande de la vieille femme#?;563;Accept the old woman's request?
<LIST=1174>Yes</LIST>;<LIST=1174>Oui</LIST>;564;<LIST=1174>Yes</LIST>
<LIST=1175>No</LIST>;<LIST=1175>Non</LIST>;565;<LIST=1175>No</LIST>
Good heavens, I can't believe how much cajoling that took!;Par le ciel, je n'arrive pas à croire tout l'effort que j'ai dû y mettre !;568;Good heavens, I can't believe how much cajoling that took!
You're welcome?;Euh, de rien ?;569;You're welcome?
I am at a loss as to what aid we could possibly give a woman who is so clearly able to;J'ai peine à imaginer quelle sorte d'aide nous pourrions apporter à une femme qui;570;I am at a loss as to what aid we could possibly give a woman who is so clearly able to
talk her way into anything.;sait manifestement convaincre quiconque de lui donner ce qu'elle désire. ;571;talk her way into anything.
I need you to go to the post office and tell them to deliver my mail!;Je veux que vous alliez au bureau de poste pour demander qu'on m'apporte mon courrier#!;572;I need you to go to the post office and tell them to deliver my mail!
I can't fathom why they haven't been here yet...;Je ne comprends pas pourquoi on ne te l'a toujours pas apporté...!;573;I can't fathom why they haven't been here yet...
Ohhh! Ohhhhhhhh, the pain!;Oooh ! Oooooooh, quelle douleur !;574;Ohhh! Ohhhhhhhh, the pain!
Enough! We'll go to the post office! Just...stop saying things.;Assez ! Nous irons au bureau de poste ! Arrêtez de vous lamenter.;575;Enough! We'll go to the post office! Just...stop saying things.
Well? What are you waiting for, a gilded invitation? Get going!;Eh bien ! Qu'attendez-vous ? Une invitation formelle ? Ouste !;576;Well? What are you waiting for, a gilded invitation? Get going!
The children of this age are nothing but selfish, heartless cads!;Les enfants de nos jours ne sont que d'égoïstes goujats sans-cœur !;577;The children of this age are nothing but selfish, heartless cads!
You there! Boy! Would you truly abandon a pitiful old woman to this cruel world?;Et vous, jeune homme ! Abandonneriez-vous vraiment une vieille femme pitoyable en ce monde cruel ?;578;You there! Boy! Would you truly abandon a pitiful old woman to this cruel world?
Are you asking me? Oh, do please ask me...;Tu me le demandes ? Oh, dis que c'est à moi que tu le demandes...!;579;Are you asking me? Oh, do please ask me...
Afternoon!;Bonjour.;580;Afternoon!
There's an old lady at the coast who wants her mail. ...Badly.;Une vieille femme qui vit près de la côte voudrait vraiment avoir son courrier. ;581;There's an old lady at the coast who wants her mail. ...Badly.
Oh, you mean the lighthouse lady?;Oh, vous voulez dire la vieille femme du phare#?;582;Oh, you mean the lighthouse lady?
The very same. Now, could you please deliver her parcels and silence her flapping gums!?;C'est bien elle. Auriez-vous l'amabilité de lui apporter son courrier et mettre fin à ses jérémiades#?!;583;The very same. Now, could you please deliver her parcels and silence her flapping gums!?
Sorry, but I just hurt my leg. I won't be delivering anything for a while.;Je regrette, mais je me suis fait mal à la jambe, alors je ne pourrai pas distribuer le courrier pendant quelque temps.;584;Sorry, but I just hurt my leg. I won't be delivering anything for a while.
She won't like that at all.;Ça ne lui plaira pas du tout.;585;She won't like that at all.
"What about your sacred postman's oath? ""Neither wind, nor sleet, nor terrible monsters of the night shall keep thee from—""";Qu'en est-il de votre serment sacré de postier#? N'êtes-vous pas censé distribuer le courrier en toutes circonstances, quoi qu'il arrive#?;586;"What about your sacred postman's oath? ""Neither wind, nor sleet, nor terrible monsters of the night shall keep thee from—"""
Fine. I'll do it. Give me the mail.;Très bien, je vais le faire moi-même. Donnez-moi le courrier.;587;Fine. I'll do it. Give me the mail.
But...but the oath! This slackjawed layabout has a duty to the town!;Mais... et le serment#?! Ce paresseux a un devoir à remplir envers cette ville#!;588;But...but the oath! This slackjawed layabout has a duty to the town!
Oh, that's a huge help, thank you. Just uh...be careful, all right?;Cela me rendrait vraiment service#! Je vous remercie. ;589;Oh, that's a huge help, thank you. Just uh...be careful, all right?
That lady has a bit of a temper...;Soyez... euh, prudent, d'accord#? Cette vieille femme a un sacré caractère...;590;That lady has a bit of a temper...
You don't say?;Oh vraiment#?;591;You don't say?
Um...;Euh...;592;Um...
You know, since...;Je me demandais si...;593;You know, since...
Oh, what is it now!?;Oh, et quoi encore ?;594;Oh, what is it now!?
Are you from Popola's village?;Habitez-vous le même village que Popola#?;595;Are you from Popola's village?
How'd you know that?;Oui, comment l'avez-vous deviné#?;596;How'd you know that?
You're dressed differently than most folks.;Vous êtes habillé différemment.;597;You're dressed differently than most folks.
Anyway, would you mind taking this letter back to Popola when you return?;Pourriez-vous lui apporter cette lettre#?;598;Anyway, would you mind taking this letter back to Popola when you return?
Sure. Why not?;Bien sûr. Pourquoi pas#?;599;Sure. Why not?
Bah! We might as well take the postman's oath ourselves!;Pfft#! Tu devrais devenir postier pendant que tu y es#!;600;Bah! We might as well take the postman's oath ourselves!
I don't hear the crone. ...And I'm sure I would if she were here!;Je n'entends pas les cris de cette vieille mégère. Elle n'est pas dans les environs. Je suis convaincu que nous pourrions l'entendre, sinon#!;601;I don't hear the crone. ...And I'm sure I would if she were here!
"Folks call her the ""lighthouse lady,"" right?";Les habitants de la ville l'appellent «#la vieille femme du phare#», non#?;602;"Folks call her the ""lighthouse lady,"" right?"
Well, let's go check the lighthouse.;Eh bien, allons jeter un coup d'œil au phare.;603;Well, let's go check the lighthouse.
What an absurd waste of time this is.;Quelle prodigieuse perte de temps#!;604;What an absurd waste of time this is.
Thanks again for helping me.;Merci encore pour votre aide.;605;Thanks again for helping me.
Comin' in!;Bonjour.;606;Comin' in!
...Oh. You.;... Oh. C'est vous.;607;...Oh. You.
What do you want?;Que me voulez-vous#?;608;What do you want?
We have retrieved your letter.;Nous t'avons apporté ton courrier.;609;We have retrieved your letter.
The postman hurt his leg. That's why he—;Le postier s'est fait mal à la jambe. C'est pour cette raison que...;610;The postman hurt his leg. That's why he—
That's no excuse! It's his job to deliver the mail, no matter what! Didn't he take the postman's oath!?;Ce n'est pas une bonne excuse#! C'est son travail#! Il doit distribuer le courrier quoi qu'il arrive#! N'a-t-il pas prononcé le serment des postiers#?!;611;That's no excuse! It's his job to deliver the mail, no matter what! Didn't he take the postman's oath!?
The thought that anyone would actually bother to write you a letter staggers the imagination.;Il est atterrant d'imaginer que quelqu'un pourrait se donner la peine de t'écrire une lettre.;612;The thought that anyone would actually bother to write you a letter staggers the imagination.
Such a rude book! ...I'll have you know, this is from someone very dear to me.;Quel bouquin impertinent#!... Puisque tu veux le savoir, c'est une lettre d'un être cher.;613;Such a rude book! ...I'll have you know, this is from someone very dear to me.
Well, I suppose I should give you something for your trouble.;Eh bien, je suppose que je devrais vous donner quelque chose en retour.;614;Well, I suppose I should give you something for your trouble.
Let's deliver that letter to Popola.;Apportons la lettre à Popola.;615;Let's deliver that letter to Popola.
We need to get the shaman fish to Yonah.;Nous devons apporter le poisson-shaman à Yonah.;616;We need to get the shaman fish to Yonah.
The thought that anyone would actually bother to write you a letter staggers the imagination.;Il est atterrant d'imaginer que quelqu'un pourrait se donner la peine de t'écrire une lettre.;617;The thought that anyone would actually bother to write you a letter staggers the imagination.
Such a rude book! ...I'll have you know, this is from someone very dear to me.;Quel bouquin impertinent#!<PAGE>... Puisque tu veux le savoir, c'est une lettre d'un être cher.;618;Such a rude book! ...I'll have you know, this is from someone very dear to me.
B-Brother... Everything hurts...;Papa... J'ai mal...;619;B-Brother... Everything hurts...
It's all right. I'm going to make some medicine for you.;Ne t'en fais pas, je vais te préparer un remède.;620;It's all right. I'm going to make some medicine for you.
It won't taste very good, but I need you to take it anyway.;Je te préviens, il goûte mauvais, mais tu dois le boire jusqu'à la dernière goutte.;621;It won't taste very good, but I need you to take it anyway.
Okay... I'll take it.;D'accord...;622;Okay... I'll take it.
Good girl.;Bien.;623;Good girl.
Hi, Brother!;Bonjour, papa#!;624;Hi, Brother!
How are you feeling?;Comment te sens-tu#?;625;How are you feeling?
Great! The pain is totally gone!;En pleine forme#! La douleur a complètement disparu#!;626;Great! The pain is totally gone!
That's fantastic, Yonah!;C'est formidable, Yonah#!;627;That's fantastic, Yonah!
That's really fantastic.;C'est vraiment formidable.;629;That's really fantastic.
Hey, Brother?;Dis, papa...;630;Hey, Brother?
Yeah?;Quoi#?;631;Yeah?
Remember that old lady in Seafront that you told me about?;Tu te souviens de cette vieille femme de Littoral dont tu m'as parlé#?;632;Remember that old lady in Seafront that you told me about?
Do you think there's anything I could do for her?;Tu crois que je pourrais l'aider#?;633;Do you think there's anything I could do for her?
I bet she's in a lot of pain.;Je parie qu'elle souffre beaucoup.;634;I bet she's in a lot of pain.
Yonah, never mind her. You need to worry about making yourself better.;Ne t'inquiète pas pour elle, Yonah. Tu dois d'abord te rétablir.;635;Yonah, never mind her. You need to worry about making yourself better.
...I'm sorry.;... Oh.;636;...I'm sorry.
Fine. I'll go check on her.;Bon, d'accord, j'irai lui rendre visite.;641;Fine. I'll go check on her.
Really!?;Vraiment#?!;642;Really!?
That's an awful lot better than having you run off on me again...;Je ne voudrais pas que tu t'enfuies encore une fois...;643;That's an awful lot better than having you run off on me again...
Hee hee! Thanks, Brother! You're the best!;Hi, hi, hi#! Merci#! Tu es le meilleur papa au monde#!;644;Hee hee! Thanks, Brother! You're the best!
All the nightmares in all the worlds could not prepare me for the horror of conversing with that woman again.;Mêmes les pires cauchemars imaginables ne sauraient me préparer à devoir endurer de nouveau cette vieille chipie#!;645;All the nightmares in all the worlds could not prepare me for the horror of conversing with that woman again.
I need to go talk to Popola. Stay here and get some rest, all right?;Je dois aller voir Popola. Reste ici et repose-toi bien, d'accord#?;646;I need to go talk to Popola. Stay here and get some rest, all right?
All right!;D'accord#!;647;All right!
I'm worried about The Aerie. Could you swing up there and check on it for me?;Je m'inquiète au sujet de l'Aire. Pourrais-tu aller y jeter un coup d'œil#?;648;I'm worried about The Aerie. Could you swing up there and check on it for me?
Got a letter for you.;J'ai une lettre pour toi.;649;Got a letter for you.
Oh, thank you.;Merci.;650;Oh, thank you.
...Oh dear.;... Oh non.;651;...Oh dear.
What's wrong?;Qu'y a-t-il#?;652;What's wrong?
It's from the mayor of Seafront. He says that a horde of Shades have appeared in The Aerie.;Le maire de Littoral croit que des Ombres pourraient avoir envahi l'Aire.;653;It's from the mayor of Seafront. He says that a horde of Shades have appeared in The Aerie.
I'd rather leap into a fire than revisit that unsociable hellhole!;Je préférerais me jeter dans un feu que de retourner dans ce village de sauvages#!;654;I'd rather leap into a fire than revisit that unsociable hellhole!
But there's still so many people there...;Mais ses habitants ont probablement besoin d'aide...! Pourrais-tu aller y jeter un coup d'œil, <NIER>#?;655;But there's still so many people there...
You got it. I'll leave right away.;Entendu. Je partirai immédiatement.;656;You got it. I'll leave right away.
Black Scrawl got your kid, huh?;Ta fille a la nécrose runique, c'est ça#?;657;Black Scrawl got your kid, huh?
Yeah. And we need the Sealed Verses to cure her.;Oui, et nous devons trouver les vers scellés pour la guérir.;658;Yeah. And we need the Sealed Verses to cure her.
Gotcha.;Compris.;659;Gotcha.
What is it?;Qu'y a-t-il#?;661;What is it?
Well, I'm not sure if this will help, but I know a guy who has the same disease.;Je sais pas si ça peut t'aider, mais je connais quelqu'un d'autre qui a la nécrose runique.;662;Well, I'm not sure if this will help, but I know a guy who has the same disease.
He's a king, actually, and his kingdom has been working on a cure for a while.;À vrai dire, c'est un roi. Tous les apothicaires de son royaume essaient de trouver un moyen de le guérir.;663;He's a king, actually, and his kingdom has been working on a cure for a while.
I guess it's possible they have something.;Ils pourraient en savoir plus.;664;I guess it's possible they have something.
Do you truly think they have discovered a cure?;Crois-tu vraiment qu'ils ont trouvé un remède#?;665;Do you truly think they have discovered a cure?
I said it's possible. I didn't say it happened.;C'est possible. J'en suis pas certaine.;666;I said it's possible. I didn't say it happened.
The place is called Facade. It's deep within the desert.;Le roi gouverne la ville de Façade, dans le désert.;667;The place is called Facade. It's deep within the desert.
Any chance is better than no chance at all. I say we try it.;Si nous avons la moindre chance de guérir Yonah, cela en vaut la peine. Allons-y#!;668;Any chance is better than no chance at all. I say we try it.
If this proves successful, it would certainly make our task a good deal easier.;Si leurs recherches ont été fructueuses, notre tâche n'en sera que plus facile.;669;If this proves successful, it would certainly make our task a good deal easier.
Hey.;Dis.;670;Hey.
Mm? What is it?;Oui, qu'y a-t-il#?;671;Mm? What is it?
I'll wait outside.;Je t'attendrai à l'extérieur.;672;I'll wait outside.
That's crazy. It's dangerous out here.;Aurais-tu perdu la tête#? C'est dangereux !;673;That's crazy. It's dangerous out here.
I like being alone.;J'aime être seule.;674;I like being alone.
Hmm...;Hum...;675;Hmm...
If you head out from another exit, I'll just meet you there.;Si tu utilises une autre sortie, j'irai t'y rejoindre.;676;If you head out from another exit, I'll just meet you there.
You sure you won't come? I was hoping to introduce you to Yonah...;Tu ne veux pas voir le village#? J'aurais aimé te présenter Yonah...;677;You sure you won't come? I was hoping to introduce you to Yonah...
Don't force the issue, now. Her mind is clearly made up.;Ne t'acharne pas. Elle a pris sa décision.;679;Don't force the issue, now. Her mind is clearly made up.
