JAP;FR;COUNT;OUPS
The tree's stomach began to throb in pain—a new and unpleasant sensation. ;L'intérieur de l'arbre fut pénétré de douleur, une sensation désagréable qui lui était inconnue.;149;The tree's stomach began to throb in pain—a new and unpleasant sensation. 
But the time was not yet right.;Le moment n'était pas encore venu.;150;But the time was not yet right.
I implore you: How many were lost by the warrior who fought the red-eyed beasts?;Je vous le demande. Combien d'êtres chers la guerrière qui a combattu les créatures aux yeux ardents a-t-elle perdus#?;151;I implore you: How many were lost by the warrior who fought the red-eyed beasts?
<LIST=1042>Her daughter and 23 friends</LIST>;<LIST=1042>Sa fille et vingt-trois compagnons.</LIST>;154;<LIST=1042>Her daughter and 23 friends</LIST>
<LIST=1043>Her daughter and 33 friends</LIST>;<LIST=1043>Sa fille et trente-trois compagnons.</LIST>;155;<LIST=1043>Her daughter and 33 friends</LIST>
<LIST=1044>Her daughter and 63 friends</LIST>;<LIST=1044>Sa fille et soixante-trois compagnons.</LIST>;156;<LIST=1044>Her daughter and 63 friends</LIST>
<NIER>: Okay, riddle time is over. I'm gonna kill this stupid Shade once and for all.;<NIER> : J'en ai assez de ces questions. Je vais éliminer cette Ombre une bonne fois pour toutes#!;160;<NIER>: Okay, riddle time is over. I'm gonna kill this stupid Shade once and for all.
Something round and shiny fell from the open stomach and clattered to the floor.;Un objet arrondi et brillant tomba de l'estomac de l'Ombre avec fracas.;161;Something round and shiny fell from the open stomach and clattered to the floor.
"The key! shouted the book. ""Grab the key!""";Weiss#: Le fragment#! Récupère le fragment#!;162;"The key! shouted the book. ""Grab the key!"""
The man's sword slowed.;L'épée de l'homme ralentit.;163;The man's sword slowed.
Time began to dilate around them, stretching and slowing. Time is essential. The next word must be heard.;Le temps se dilata autour d'eux, s'étirant, s'engourdissant... Le temps est indispensable. Le prochain mot doit être entendu.;164;Time began to dilate around them, stretching and slowing. Time is essential. The next word must be heard.
"The words exploded. It became diffi <WAIT=0.1>cult to discern their  m <WAIT=0.1>eaning. The p <WAIT=0.15>ool of <WAIT=0.05>memo <WAIT=0.2>ies began <WAIT=0.05>to cr  <WAIT=0.1>ack as  infinite black <WAIT=0.15>ness  burrowed its <WAIT=0.05>way into  the wall. <WAIT=0.5>Wei <WAIT=0.1>ss: ""Thi <WAIT=0.2>s world is fa  <WAIT=0.2>lling apart!"" <WAIT=0.5><NIER>: ""How can   <WAIT=0.2>a wo  <WAIT=0.1>rld of  le <WAIT=0.35>t<WAIT=0.25>er";Les mots explosèrent. Il devint diffi<WAIT=0.3>  cile de compren<WAIT=0.2>  dre leur si<WAIT=0.3>  gnifica<WAIT=0.3>  tion.<WAIT=0.3> Le bas<WAIT=0.2>  sin de la mé<WAIT=0.2>  moire se craque<WAIT=0.3>  la et des té<WAIT=0.3>  nèbres profon<WAIT=0.3>  des s'infil<WAIT=0.3>  trèrent dans le mur. Weiss#: Ce mon<WAIT=0.2>  de est en train de s'ef<WAIT=0.3>  fondrer#! <NIER>#: Com<WAIT=0.3>  ment un mon<WAIT=0.3>  de consti<WAIT=0.2>  tué que de mots...;165;"The words exploded. It became diffi <WAIT=0.1>cult to discern their  m <WAIT=0.1>eaning. The p <WAIT=0.15>ool of <WAIT=0.05>memo <WAIT=0.2>ies began <WAIT=0.05>to cr  <WAIT=0.1>ack as  infinite black <WAIT=0.15>ness  burrowed its <WAIT=0.05>way into  the wall. <WAIT=0.5>Wei <WAIT=0.1>ss: ""Thi <WAIT=0.2>s world is fa  <WAIT=0.2>lling apart!"" <WAIT=0.5><NIER>: ""How can   <WAIT=0.2>a wo  <WAIT=0.1>rld of  le <WAIT=0.35>t<WAIT=0.25>er"
I implore...<STOP>most important <WAIT=0.2>thing <STOP>wo <WAIT=0.2>rld;Je... <WAIT=0.2>demande... cho<WAIT=0.2>  se la plus impor<WAIT=0.3>  tante au mon<WAIT=0.2>  de...;166;I implore...<STOP>most important <WAIT=0.2>thing <STOP>wo <WAIT=0.2>rld
<LIST=1048>Yo   nah</LIST>;<LIST=1048>  Yo nah</LIST>;169;<LIST=1048>Yo   nah</LIST>
<LIST=1048>Yo   nah</LIST>;<LIST=1048>Yo   nah</LIST>;170;<LIST=1048>Yo   nah</LIST>
<LIST=1048>Yo nah</LIST>;<LIST=1048>Yo nah</LIST>;171;<LIST=1048>Yo nah</LIST>
The light was complete.<PAGE>;La lumière devint absolue.<PAGE>;179;The light was complete.<PAGE>
The memories disappeared.<PAGE>;Les souvenirs disparurent.<PAGE>;184;The memories disappeared.<PAGE>
The tree's identity began to dissolve.<PAGE>;L'identité de l'arbre se désagrégea.<PAGE>;189;The tree's identity began to dissolve.<PAGE>
As the letters slowly faded, <NIER> was drawn back to the real world.;<NIER> fut emporté vers le monde réel alors que les lettres s'estompaient lentement.;190;As the letters slowly faded, <NIER> was drawn back to the real world.
And the tree was satisfied.;Et l'arbre fut satisfait.;191;And the tree was satisfied.
Therefore ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ;Autrefois ... ... ... ... ... ... ... ... ... ... ... ... ... ... ...;192;Therefore ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... 
So, ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ;Alors, ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ...;196;So, ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... 
as a pretense for ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ;ce qui n'était qu'une excuse pour ... ... ... ... ... ... ... ...;201;as a pretense for ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... 
In fact, ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ;À vrai dire, ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ...;206;In fact, ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... 
Furthermore, ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ;En outre, ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ...;212;Furthermore, ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... 
... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... and that was the end of that.;... ... ... ... ... ... et on n'en entendit plus jamais parler.;219;... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... and that was the end of that.
Weiss: Such a fascinating tale.;Weiss#: Quelle histoire fascinante#!;220;Weiss: Such a fascinating tale.
<NIER>: Are you being serious?;<NIER>#: Vraiment#?;221;<NIER>: Are you being serious?
Weiss: Of course not.;Weiss#: Bien sûr que non.;222;Weiss: Of course not.
It was ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ;C'était ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ...;223;It was ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... 
However, ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ;Cependant, ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ...;227;However, ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... 
Meanwhile, my wife was ... ... ... ... ... ... ... ... ... ... ... ...;Pendant ce temps, ma femme était ... ... ... ... ... ... ...;233;Meanwhile, my wife was ... ... ... ... ... ... ... ... ... ... ... ...
And the dismembered corpse had ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ;et le corps démembré avait été ... ... ... ... ... ... ... ... ... ...;239;And the dismembered corpse had ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... 
... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ...<PAGE>;... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... …<PAGE>;246;... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ...<PAGE>
The real culprit was ... ... ... ... ... ... ... ... ... ...;Le vrai coupable était ... ... ... ... ... ... ... ... ... ... ... ...;247;The real culprit was ... ... ... ... ... ... ... ... ... ...
.....................! Can you believe it!?;... ... ... ... ... ... ... ... ... ... ... ... ... ... ...#! Qui l'eût cru#!;258;.....................! Can you believe it!?
<NIER>: Um...yeah. That's quite the story.;<NIER>#: Euh, oui... Quelle histoire extraordinaire...!;259;<NIER>: Um...yeah. That's quite the story.
Weiss: I am impressed! Much of this story had been hidden from us, and yet you seem to grasp it.;Weiss#: Tu m'impressionnes#! La majorité de ce récit était cachée, mais tu sembles pourtant l'avoir compris.;260;Weiss: I am impressed! Much of this story had been hidden from us, and yet you seem to grasp it.
<NIER>: Don't be an idiot, Weiss. I don't understand a goddamn thing that's happening right now.;<NIER>#: Ne fais pas l'idiot, Weiss. Je n'ai rien compris du tout.;261;<NIER>: Don't be an idiot, Weiss. I don't understand a goddamn thing that's happening right now.
On that very day, ... ... ... ... ... ... ... ... ... ... ... ... ... ...;Ce jour-là, ... ... ... ... ... ... ... ... ... ... ... ... ... ... ... ...;262;On that very day, ... ... ... ... ... ... ... ... ... ... ... ... ... ...
... ... ... ... ... ... ... ... ... ... ... ever after.;... ... ... ... ... ... ... ... ... ... ... ... jusqu'à la fin des temps.;295;... ... ... ... ... ... ... ... ... ... ... ever after.
<NIER>: ... ...;<NIER>#: ...;296;<NIER>: ... ...
Weiss: ... ... ;Weiss#: ...;297;Weiss: ... ... 
<NIER>: Well, uh... At least they were thorough?;<NIER>#: Eh bien, euh... Au moins, elle n'a pas omis de détails.;298;<NIER>: Well, uh... At least they were thorough?
Weiss: ...Quite.;Weiss#: En effet.;299;Weiss: ...Quite.
I heard you had a job for me. What's up?;J'ai entendu dire que vous aviez du travail pour moi. Qu'y a-t-il#?;300;I heard you had a job for me. What's up?
Well, I had this sudden brainstorm a week ago that the REAL money is in the fortunetelling business! So I'm trying to set up shop.;J'ai eu une idée géniale la semaine dernière#! Je me suis rendu compte que je pourrais faire une fortune en prédisant l'avenir des gens. J'accueillerai bientôt ma première vic... euh, mon premier client#!;301;Well, I had this sudden brainstorm a week ago that the REAL money is in the fortunetelling business! So I'm trying to set up shop.
Fortunetelling, eh?;Vous voulez être diseuse de bonne aventure#?;302;Fortunetelling, eh?
You know it! And once I get my special gazing stone, people will be flocking in from miles around! But...;C'est exact#! Les gens viendront de dizaines de lieux à la ronde pour savoir ce que leur réserve l'avenir#! Seulement...;303;You know it! And once I get my special gazing stone, people will be flocking in from miles around! But...
...But?;Qu'y a-t-il#?;304;...But?
The stone was supposed to be delivered, but it hasn't come. No stone means no customers. And no customers means I'm eating dirt tonight! ...AGAIN!;La pierre de divination que j'avais commandée n'est toujours pas arrivée. Sans elle, je ne peux rien faire#! Et sans clients, je n'aurai rien à me mettre sous la dent#!;305;The stone was supposed to be delivered, but it hasn't come. No stone means no customers. And no customers means I'm eating dirt tonight! ...AGAIN!
Can't you just get another stone?;Ne pouvez-vous pas vous procurer une autre pierre#?;306;Can't you just get another stone?
Well, they're pretty rare. I think Popola knows something about them, but she and I aren't really that close, so I don't want to bug her.;Elles sont plutôt rares... Je crois que Popola saurait où en trouver, mais je ne la connais pas très bien. Je ne voudrais pas la déranger...;307;Well, they're pretty rare. I think Popola knows something about them, but she and I aren't really that close, so I don't want to bug her.
She's a friend of mine. Let me ask.;Popola est une de mes amies. J'irai le lui demander.;308;She's a friend of mine. Let me ask.
Oh, would you? That'd be great!;Oh, vous feriez ça pour moi#? Formidable#!;309;Oh, would you? That'd be great!
I hope you can help me with my stone!;J'espère que vous pourrez m'aider à trouver une pierre de divination#!;310;I hope you can help me with my stone!
Well? Did you find a stone?;Alors#? Avez-vous trouvé une pierre de divination#?;311;Well? Did you find a stone?
This work for you?;Est-ce ce que vous cherchiez#?;312;This work for you?
Yes! That's it! Oh, thank you!;Oui#! C'est justement ce qu'il me fallait#! Oh, merci#!;313;Yes! That's it! Oh, thank you!
Oh, and while you're here...;Oh, et puisque vous êtes là...;314;Oh, and while you're here...
Hey, how about a free reading? Come on, it's the least I can do!;En guise de remerciement, je pourrais prédire votre avenir. Hein, qu'en dites-vous#?;315;Hey, how about a free reading? Come on, it's the least I can do!
Let's see what the Eye has to reveal.;Voyons voir ce que l'œil de puissance peut nous révéler...;316;Let's see what the Eye has to reveal.
Hey, how about a free reading? Come on, it's the least I can do!;En guise de remerciement, je pourrais prédire votre avenir. Hein, qu'en dites-vous#?;318;Hey, how about a free reading? Come on, it's the least I can do!
Let's see what the Eye has to reveal.;Voyons voir ce que l'œil de puissance peut nous révéler...;319;Let's see what the Eye has to reveal.
......Ah!;... Ah#!;321;......Ah!
...What was that?;Qu'est-ce que c'était...?;323;...What was that?
I cannot say, but I doubt it was a mere daydream if all of us experienced it as one.;Je n'en sais rien, mais je doute que cela n'ait été qu'un rêve ordinaire#: nous avons tous partagé la même expérience.;324;I cannot say, but I doubt it was a mere daydream if all of us experienced it as one.
I think I've seen that before...;J'ai l'impression de connaître cet endroit...;325;I think I've seen that before...
Wow! I don't know what happened, but you guys look a little shaken up.;Ouh là#! Je ne sais pas ce qui s'est passé, mais vous avez l'air secoué...;326;Wow! I don't know what happened, but you guys look a little shaken up.
Yeah...;Oui...;327;Yeah...
There is a deep, inner meaning behind this fortune!<PAGE>...Er, but I'm not really sure what it is.<PAGE>Sorry. I guess I need more practice.;Cette vision a une signification profonde et symbolique#!<PAGE>Mais, euh... je ne sais pas ce que c'est...<PAGE>Je suis désolée, c'est la première fois que j'essaie de prédire l'avenir.;328;There is a deep, inner meaning behind this fortune!<PAGE>...Er, but I'm not really sure what it is.<PAGE>Sorry. I guess I need more practice.
Anyway, thanks again for the help. Stop by anytime!;Merci encore de m'avoir aidée. À bientôt, j'espère#!;329;Anyway, thanks again for the help. Stop by anytime!
Actually, I think I'll pass for now...;N'y comptez pas trop.;330;Actually, I think I'll pass for now...
Wait, what? A man with a gold necklace!?;Un instant#! Un homme qui portait un collier en or#?!;331;Wait, what? A man with a gold necklace!?
You know him?;Vous le connaissez#?;332;You know him?
You bet I do! Goddamn bastard ran off with my wife!;Un peu#! Le salaud a couché avec ma femme#!;333;You bet I do! Goddamn bastard ran off with my wife!
Wait a minute. I thought he had a girlfriend.;Mais attendez, je croyais qu'il avait déjà une petite amie.;334;Wait a minute. I thought he had a girlfriend.
If you find him, bring him back here so I can murder the bastard!;Si vous le trouvez, ramenez-le ici que je puisse l'étriper#!;335;If you find him, bring him back here so I can murder the bastard!
Yeah, I'll consider that.<PAGE>So do you know where he went?;Hum, j'y réfléchirai.<PAGE>Alors, savez-vous où il est#?;336;Yeah, I'll consider that.<PAGE>So do you know where he went?
Last I heard, he was heading for Seafront.<PAGE>Goddamn bastard. I can't even bear to look at my wife anymore...;Je crois qu'il est allé à Littoral.<PAGE>Le fumier... À cause de lui, je ne pourrai plus regarder ma femme en face...;337;Last I heard, he was heading for Seafront.<PAGE>Goddamn bastard. I can't even bear to look at my wife anymore...
Looks like he's trying to lose us. Off to Seafront, then.;On dirait qu'il n'est plus ici. Bon, allons à Littoral.;338;Looks like he's trying to lose us. Off to Seafront, then.
Just thinking about it makes me mad enough to KILL!<PAGE>...Not you, of course. But maybe somebody.;Penser à lui me donne envie de tuer quelqu'un#!<PAGE>... Pas vous, bien sûr, mais, euh, quelqu'un d'autre, peut-être...;339;Just thinking about it makes me mad enough to KILL!<PAGE>...Not you, of course. But maybe somebody.
Oh, yeah. That guy came into town selling a bunch of counterfeit merchandise. Don't know how he found buyers for that junk, but apparently he did.;Ah, oui. Il vendait de la camelote. Je ne sais pas comment il a fait pour convaincre des gens d'acheter des trucs pareils, mais...;340;Oh, yeah. That guy came into town selling a bunch of counterfeit merchandise. Don't know how he found buyers for that junk, but apparently he did.
Yes, I saw a child a while back.;Oui, j'ai aperçu un enfant il y a quelques jours.;341;Yes, I saw a child a while back.
I think he was playing over by the Divine Tree.;Je crois qu'il jouait près de l'arbre divin.;342;I think he was playing over by the Divine Tree.
A forest curse? Oh, come now. You know there's no such thing.;La malédiction de la forêt#? Oh, voyons#! Ce n'est qu'un mythe#!;343;A forest curse? Oh, come now. You know there's no such thing.
"...Though if that's what happened, then I suppose ""curse"" might be an appropriate thing to call it.";... M'enfin, avec ce qui est arrivé, je suppose que certains pourraient y croire.;344;"...Though if that's what happened, then I suppose ""curse"" might be an appropriate thing to call it."
Everything seems normal here.;Pour une forêt maudite, elle semble bien paisible.;345;Everything seems normal here.
We appear to have hit a dead end.;Hum, je ne vois pas ce qui pourrait être la cause de ces rumeurs.;346;We appear to have hit a dead end.
Hold a moment. What is that on the ground?;Un instant... Il y a quelque chose sur le sol.;347;Hold a moment. What is that on the ground?
Just some funny-looking berries.;Ce ne sont que des baies étranges.;348;Just some funny-looking berries.
I'd wager those berries are poisonous.;Je parie qu'elles sont vénéneuses.;349;I'd wager those berries are poisonous.
Maybe, but I'm not hungry enough to find out.;Peut-être, mais je ne vais pas risquer ma vie pour m'en assurer.;350;Maybe, but I'm not hungry enough to find out.
You guys solve the mystery yet?;Alors, vous avez découvert pourquoi les gens pensent que la forêt est maudite#?;351;You guys solve the mystery yet?
No. We got nothing.;Non. Nous sommes dans une impasse.;352;No. We got nothing.
...So what's with the berries?;... Alors, vous en avez profité pour cueillir des baies#?;353;...So what's with the berries?
We picked them up over by that huge tree. I thought maybe—;Nous les avons ramassées près d'un arbre. Je croyais que peut-être...;354;We picked them up over by that huge tree. I thought maybe—
Here, hand 'em over. I'm starving.;Donne, je meurs de faim.;355;Here, hand 'em over. I'm starving.
Are you mad! Those berries are clearly poisonous! Even one such as you can't hope to—;Aurais-tu perdu la tête#? Ces baies sont manifestement vénéneuses#! Même une traînée comme toi ne pourrait…;356;Are you mad! Those berries are clearly poisonous! Even one such as you can't hope to—
Damn, these are delicious! Gimme some more!;Putain, elles sont délicieuses#! Vous en avez d'autres#?;357;Damn, these are delicious! Gimme some more!
Really? Well in that case, I suppose I should try one...;Vraiment#? Eh bien, dans ce cas, je suppose que je devrais y goûter moi aussi...;358;Really? Well in that case, I suppose I should try one...
Ugh... Oooooh...<PAGE>I think Weiss was right about those berries... My stomach feels like somebody stuck a sword in there...;Aah... Oooooh...<PAGE>Je crois que Weiss avait raison... J'ai l'impression d'avoir avalé des dizaines de dagues...;359;Ugh... Oooooh...<PAGE>I think Weiss was right about those berries... My stomach feels like somebody stuck a sword in there...
Hey now, what's wrong? You look like...<PAGE>Oh no. OH NO! Don't tell me you ate one of those berries!?;Oh, qu'est-ce qui ne va pas#? Vous avez l'air...<PAGE>Oh non#! Non#! Ne me dites pas que vous avez mangé une de ces baies#?!;361;Hey now, what's wrong? You look like...<PAGE>Oh no. OH NO! Don't tell me you ate one of those berries!?
For the love of trees, those things are deadly! Quick! Take this antidote before you perish!;Elles sont mortelles#! De grâce#! Avalez vite ce contrepoison avant qu'il ne soit trop tard#!;362;For the love of trees, those things are deadly! Quick! Take this antidote before you perish!
I thought I was a goner there...;J'ai vraiment cru que j'étais fichu...;363;I thought I was a goner there...
What kind of an idiot are you!? Didn't you see the lumps? The unusual colors? Why, even a child would know better!;Vous êtes bête ou quoi#? N'avez-vous pas remarqué leur surface rugueuse#?;364;What kind of an idiot are you!? Didn't you see the lumps? The unusual colors? Why, even a child would know better!
"Look, I was just trying to... Wait, did you say ""child""?<PAGE> Oh, crap. I bet that kid ate one of these berries.";Leur couleur étrange#? Même un enfant aurait su faire preuve de plus de bon sens#! Écoutez, je n'essayais que... Attendez, avez-vous dit un enfant#?<PAGE>Mince, je parie que le garçon du village a avalé une de ces baies.;365;"Look, I was just trying to... Wait, did you say ""child""?<PAGE> Oh, crap. I bet that kid ate one of these berries."
It's quite possible. And if the poison is this painful to an adult, I can only imagine what it would do to a child.;Cela est fort possible. Et si le poison peut causer autant de douleur chez un adulte, qui sait à quel point ce petit doit souffrir#!;366;It's quite possible. And if the poison is this painful to an adult, I can only imagine what it would do to a child.
Hey, Kainé? Did you take the antidote?;Dis, Kainé, as-tu pris le contrepoison#?;368;Hey, Kainé? Did you take the antidote?
Don't need it.<PAGE>...God, those berries were amazing.;J'en ai pas besoin.<PAGE>Ces baies étaient vraiment incroyables.;369;Don't need it.<PAGE>...God, those berries were amazing.
The truly amazing thing is that your stomach is fouler than your taste in clothing!;Ce qui est vraiment incroyable est le fait que ton estomac soit aussi étrange que tes goûts en matière de vêtements.;370;The truly amazing thing is that your stomach is fouler than your taste in clothing!
If you had genitals, I would so chop them off right now.;Bouquin, si t'avais des couilles, je te les arracherais#!;371;If you had genitals, I would so chop them off right now.
<LIST=1087>Listen to your fortune.</LIST>;<LIST=1087>Accepter son offre.</LIST>;372;<LIST=1087>Listen to your fortune.</LIST>
<LIST=1069>Decline the offer.</LIST>;<LIST=1069>Refuser son offre.</LIST>;373;<LIST=1069>Decline the offer.</LIST>
I haven't had any dreams at all lately.;Je ne rêve plus du tout ces derniers temps.;375;I haven't had any dreams at all lately.
You know the Divine Tree? That's the great big tree we have inside the village.;Connaissez-vous l'arbre divin#? C'est l'arbre gigantesque situé au fond du village.;376;You know the Divine Tree? That's the great big tree we have inside the village.
How've you been lately? Me, I've been doing just great.;Bonjour#! Comment allez-vous#? Moi, je me porte à merveille#!;377;How've you been lately? Me, I've been doing just great.
