JAP;FR;COUNT;OUPS
<FONT=ITALIC>Shik shik seeek! Shik shik! Shik shik seeeek!</FONT><PAGE>;<FONT=ITALIC>Shic shic siiiik#! Shic shic#! Shic shic siiiik#!</FONT><PAGE>;145;<FONT=ITALIC>Shik shik seeek! Shik shik! Shik shik seeeek!</FONT><PAGE>
As the insect symphony dimmed another decibel, <NIER> began to detect patterns in the sound. <FONT=ITALIC>This isn't random,</FONT> he thought. <FONT=ITALIC>It's not just white noise. It's...something else.</FONT>;Lorsque le tumulte s'assourdit de nouveau, <NIER> crut déceler une certaine structure dans le désordre bruyant. <FONT=ITALIC>Ce n'est pas aléatoire</FONT>, se dit-il. <FONT=ITALIC>Ce n'est pas qu'un bruit blanc. Il y a des sons distincts...</FONT>;146;As the insect symphony dimmed another decibel, <NIER> began to detect patterns in the sound. <FONT=ITALIC>This isn't random,</FONT> he thought. <FONT=ITALIC>It's not just white noise. It's...something else.</FONT>
"The insects weren't just calling out; they were asking a question.";Les insectes ne criaient pas sans raison, ils posaient une question.;147;"The insects weren't just calling out; they were asking a question."
<FONT=ITALIC>One with it suffers. Two with it is ideal.;<FONT=ITALIC>Plus j'ai de gardiens, moins je suis gardé.;148;<FONT=ITALIC>One with it suffers. Two with it is ideal.
Three with it is dangerous. What is it?</FONT>;Moins j'ai de gardiens, plus je suis gardé. Qui suis-je#?</FONT>;149;Three with it is dangerous. What is it?</FONT>
By my pages! Is this a riddle?;Par mon vélin#! Serait-ce une énigme#? demanda Weiss.;150;By my pages! Is this a riddle?
I guess so. This kind of thing happens a lot in dreams, right? Maybe it's the key to getting out of this place.;Probablement. Ce genre de choses se produit souvent dans les rêves, non#? Elle nous permettra peut-être de trouver la sortie.;151;I guess so. This kind of thing happens a lot in dreams, right? Maybe it's the key to getting out of this place.
Then I leave it to you to answer!;Alors je te laisse y répondre#!;152;Then I leave it to you to answer!
<FONT=ITALIC>One with it suffers. Two with it is ideal.;<FONT=ITALIC>Plus j'ai de gardiens, moins je suis gardé.;153;<FONT=ITALIC>One with it suffers. Two with it is ideal.
Three with it is dangerous. What is it?</FONT>;Moins j'ai de gardiens, plus je suis gardé. Qui suis-je#?</FONT>;154;Three with it is dangerous. What is it?</FONT>
"<LIST=1045>""The answer is...a secret.""</LIST>";<LIST=1045>«#La réponse est... un secret.#»</LIST>;158;"<LIST=1045>""The answer is...a secret.""</LIST>"
"<LIST=1043>""The answer is...a woman.""</LIST>";<LIST=1043>«#La réponse est... un prisonnier.#»</LIST>;159;"<LIST=1043>""The answer is...a woman.""</LIST>"
"<LIST=1044>""...How the hell should I know!?""</LIST>";<LIST=1044>«#Comment pourrais-je connaître la réponse#?!#»</LIST>;160;"<LIST=1044>""...How the hell should I know!?""</LIST>"
There are plenty of things in this world that can be difficult to handle, but only one can drive me to my wit's end...;Il ne faut jamais relâcher sa vigilance lorsqu'on a la garde d'un détenu.;161;There are plenty of things in this world that can be difficult to handle, but only one can drive me to my wit's end...
It's a woman!;C'est un prisonnier#!;162;It's a woman!
Weiss's mouth flew open, but before he could say anything, the world suddenly shifted.<PAGE>;Weiss ouvrit la bouche, mais avant qu'il ne puisse protester, leur vision se troubla et le monde disparut.<PAGE>;163;Weiss's mouth flew open, but before he could say anything, the world suddenly shifted.<PAGE>
<FONT=ITALIC>Reen reen whaaaa! Reen reeen whaaaa!</FONT>;<FONT=ITALIC>Rine rine oua#! Rine rine oua#!</FONT>;164;<FONT=ITALIC>Reen reen whaaaa! Reen reeen whaaaa!</FONT>
<FONT=ITALIC>Shik shik kee! Shik shik kee!</FONT>;<FONT=ITALIC>Chik chik ki#! Chik chik ki#!</FONT>;165;<FONT=ITALIC>Shik shik kee! Shik shik kee!</FONT>
When <NIER> came to, he was once again surrounded by the sounds of insects.;Lorsque <NIER> reprit connaissance, les insectes l'entourèrent encore une fois.;166;When <NIER> came to, he was once again surrounded by the sounds of insects.
The cries of the insects were creating words. Words that he had heard somewhere before...;Leurs cris formèrent des mots... Des mots qu'il avait déjà entendus quelque part.;167;The cries of the insects were creating words. Words that he had heard somewhere before...
...How the hell should I know!?;Comment pourrais-je connaître la réponse#?!;168;...How the hell should I know!?
Weiss's mouth flew open, but before he could say anything, the world suddenly shifted.<PAGE>;Weiss ouvrit la bouche, mais avant qu'il ne puisse protester, leur vision se troubla et le monde disparut.<PAGE>;169;Weiss's mouth flew open, but before he could say anything, the world suddenly shifted.<PAGE>
<FONT=ITALIC>Reen reen whaaaa! Reen reeen whaaaa!</FONT>;<FONT=ITALIC>Rine rine oua#! Rine rine oua#!</FONT>;170;<FONT=ITALIC>Reen reen whaaaa! Reen reeen whaaaa!</FONT>
<FONT=ITALIC>Shik shik kee! Shik shik kee!</FONT>;<FONT=ITALIC>Chik chik ki#! Chik chik ki#!</FONT>;171;<FONT=ITALIC>Shik shik kee! Shik shik kee!</FONT>
When <NIER> came to, he was once again surrounded by the sounds of insects.;Lorsque <NIER> reprit connaissance, les insectes l'entourèrent encore une fois.;172;When <NIER> came to, he was once again surrounded by the sounds of insects.
The cries of the insects were creating words. Words that he had heard somewhere before...;Leurs cris formèrent des mots... Des mots qu'il avait déjà entendus quelque part.;173;The cries of the insects were creating words. Words that he had heard somewhere before...
Inwardly furious that Weiss left the task to him, <NIER> sighed and gave the only answer that made sense.;En son for intérieur, <NIER> était furieux que Weiss ait refusé de l'aider. Il soupira et répondit#:;174;Inwardly furious that Weiss left the task to him, <NIER> sighed and gave the only answer that made sense.
It's a secret. <STOP>Er, right?;C'est un secret... non#?;175;It's a secret. <STOP>Er, right?
The sound of the insects stopped as suddenly as it began. The forest undergrowth parted before <NIER> like a rippling wave, opening a new path.;Le bourdonnement des insectes s'arrêta aussi soudainement qu'il avait commencé. Les broussailles s'écartèrent telles des vagues déferlantes et révélèrent un nouveau sentier.;176;The sound of the insects stopped as suddenly as it began. The forest undergrowth parted before <NIER> like a rippling wave, opening a new path.
These forest arthropods are making a road for us! said Weiss with glee.;Ils ont créé un chemin pour nous#! jubila Weiss.;177;These forest arthropods are making a road for us! said Weiss with glee.
Pleased at passing the test, <NIER> moved on with new intensity.;Heureux d'avoir répondu correctement, <NIER> continua avec une vitalité accrue.;178;Pleased at passing the test, <NIER> moved on with new intensity.
The path offered his body relief from the undergrowth, but gave even greater cheer to his mind. As long as they were on a path, their journey had a purpose.;Après avoir dû parcourir les broussailles épaisses, <NIER> savoura le répit inespéré que lui accordait ce sentier facile. De plus, il se sentait encouragé#: tant qu'ils suivaient un sentier, ils n'erraient pas sans but.;179;The path offered his body relief from the undergrowth, but gave even greater cheer to his mind. As long as they were on a path, their journey had a purpose.
I guess the forest has accepted us, huh? said <NIER> after a bit.;Je suppose que la forêt nous a acceptés, dit <NIER> après quelque temps. Qu'en penses-tu#?;180;I guess the forest has accepted us, huh? said <NIER> after a bit.
Weiss spun around to face his companion.;Weiss fit face à son compagnon.;181;Weiss spun around to face his companion.
Do not mistake the will of this forest for some happy pet you can suddenly befriend! We have no idea where this path leads.;Ne traite pas cette forêt comme un vulgaire animal de compagnie que tu pourrais apprivoiser#! Qui sait où mène ce sentier#?;182;Do not mistake the will of this forest for some happy pet you can suddenly befriend! We have no idea where this path leads.
As Weiss finished speaking, the pair turned a corner and found themselves facing a clear forest spring. Smiling, <NIER> picked up a small rock and sent it skipping across the surface of the water.;À l'instant même où Weiss prononça ces paroles, ils atteignirent une source limpide et jaillissante. Souriant, <NIER> ramassa un caillou et le fit ricocher sur l'eau.;183;As Weiss finished speaking, the pair turned a corner and found themselves facing a clear forest spring. Smiling, <NIER> picked up a small rock and sent it skipping across the surface of the water.
Good heavens... said Weiss.;Ciel...! s'exclama Weiss.;184;Good heavens... said Weiss.
His surprise was understandable. Each time the rock struck the surface of the water, a musical note rang out. <STOP>When the rock finally stopped moving and sank to the bottom of the spring, the ripples it left behind came together to form words.;Sa surprise était bien normale#: une note cristalline résonna chaque fois que le caillou toucha la surface de l'eau. Lorsque ce dernier sombra enfin au fond de la source, les ondes qu'il avait créées se rassemblèrent et formèrent des mots.;185;His surprise was understandable. Each time the rock struck the surface of the water, a musical note rang out. <STOP>When the rock finally stopped moving and sank to the bottom of the spring, the ripples it left behind came together to form words.
<FONT=ITALIC>I enter through the window, but I break no glass.;<FONT=ITALIC>Je sais pénétrer les fenêtres sans les briser,;186;<FONT=ITALIC>I enter through the window, but I break no glass.
When night falls, I vanish. What am I?</FONT>;mais je disparais à la tombée de la nuit. Qui suis-je#?</FONT>;187;When night falls, I vanish. What am I?</FONT>
"Absurdly easy! barked Weiss. ""Now answer it.""";C'est enfantin#! déclara Weiss. Allez, réponds#!;188;"Absurdly easy! barked Weiss. ""Now answer it."""
<NIER> grit his teeth and tried not to reach out and strangle his companion. <FONT=ITALIC>He's right, after all. This one is pretty easy.</FONT>;<NIER> serra les dents, mais se retint de frapper son compagnon. <FONT=ITALIC>Après tout, il a raison. Cette énigme est facile.</FONT>;189;<NIER> grit his teeth and tried not to reach out and strangle his companion. <FONT=ITALIC>He's right, after all. This one is pretty easy.</FONT>
<FONT=ITALIC>I enter through the window, but I break no glass.;<FONT=ITALIC>Je sais pénétrer les fenêtres sans les briser,;190;<FONT=ITALIC>I enter through the window, but I break no glass.
When night falls, I vanish. What am I?</FONT>;mais je disparais à la tombée de la nuit. Qui suis-je#?</FONT>;191;When night falls, I vanish. What am I?</FONT>
"<LIST=1051>""A bird!""</LIST>";<LIST=1051>«#C'est un oiseau#!#»</LIST>;195;"<LIST=1051>""A bird!""</LIST>"
"<LIST=1052>""A letter!""</LIST>";<LIST=1052>«#C'est une lettre#!#»</LIST>;196;"<LIST=1052>""A letter!""</LIST>"
"<LIST=1053>""Sunlight!""</LIST>";<LIST=1053>«#C'est un rayon de soleil#!#»</LIST>;197;"<LIST=1053>""Sunlight!""</LIST>"
A bird!;C'est un oiseau#!;198;A bird!
Weiss emitted a low groan and fell to the ground with a thump.;Weiss gémit lamentablement et s'effondra sur le sol.;199;Weiss emitted a low groan and fell to the ground with a thump.
Surely even <FONT=ITALIC>your</FONT> foolishness is not so profound!;Tu ne peux tout de même pas être aussi stupide#!;200;Surely even <FONT=ITALIC>your</FONT> foolishness is not so profound!
"...I guess you're right, said <NIER>. ""That doesn't make sense, does it?""";Tu as raison, ça n'a pas de sens, répondit <NIER>.;201;"...I guess you're right, said <NIER>. ""That doesn't make sense, does it?"""
A letter!;C'est une lettre#!;202;A letter!
"Indeed, said Weiss. ""I am so very tired of letters sprouting legs and fleeing from my room in the dead of night.""";Ah oui, j'ai toujours détesté ces lettres qui s'échappent au milieu de la nuit#!;203;"Indeed, said Weiss. ""I am so very tired of letters sprouting legs and fleeing from my room in the dead of night."""
...Crap. Yeah, that doesn't make sense, does it?;Hum. Ça n'a pas de sens, n'est-ce pas#?;204;...Crap. Yeah, that doesn't make sense, does it?
Weiss turned from <NIER> and fluttered his pages sadly.;Weiss se détourna et battit tristement sa couverture.;205;Weiss turned from <NIER> and fluttered his pages sadly.
...Perhaps <FONT=ITALIC>I</FONT> should have taken on this challenge after all.;J'aurais peut-être dû répondre moi-même, après tout.;206;...Perhaps <FONT=ITALIC>I</FONT> should have taken on this challenge after all.
Sunlight!;C'est un rayon de soleil#!;207;Sunlight!
A plume of water suddenly burst from the spring. Sunlight filtered through the trees and reflected off the plume, creating a shimmering rainbow that spanned the entire horizon.;Soudain, un jet d'eau jaillit avec force de la source. La lumière du soleil, tamisée par le feuillage des arbres de la forêt, s'irisa au contact des gouttelettes d'eau et forma un arc-en-ciel étincelant qui semblait toucher l'horizon.;208;A plume of water suddenly burst from the spring. Sunlight filtered through the trees and reflected off the plume, creating a shimmering rainbow that spanned the entire horizon.
"In all my years, said Weiss softly, ""I have never seen such a sight.""";Je n'ai jamais rien vu de tel, murmura Weiss.;209;"In all my years, said Weiss softly, ""I have never seen such a sight."""
Perhaps I have misunderstood the intentions of this place...<PAGE>;Je me suis peut-être mépris sur les intentions de cet endroit…<PAGE>;210;Perhaps I have misunderstood the intentions of this place...<PAGE>
"Hey, look! cried <NIER>, awaking Weiss from his daze. ""There's a house or something over there.""";Regarde#! s'écria <NIER>, troublant les rêveries Weiss. On dirait qu'il y a une maison là-bas.;211;"Hey, look! cried <NIER>, awaking Weiss from his daze. ""There's a house or something over there."""
Glancing in the direction of his friend's extended hand, Weiss saw a small cottage nestled among the trees.;Weiss regarda dans la direction que pointait <NIER> et aperçut une chaumière nichée parmi les arbres.;212;Glancing in the direction of his friend's extended hand, Weiss saw a small cottage nestled among the trees.
That's weird, isn't it, Weiss? I mean, who would build a house all the way out here?;Tu ne trouves pas ça bizarre, Weiss#? Qui pourrait bien construire une maison dans un endroit pareil#?;213;That's weird, isn't it, Weiss? I mean, who would build a house all the way out here?
<NIER> walked over and pounded on the door. After a minute of solid banging, the door cracked open and a small man peered out. His body was cloaked from neck to toe in a large black cape, while his face was obscured by mist.<PAGE>;<NIER> s'approcha et saisit le heurtoir. Après avoir martelé la porte furieusement pendant une minute, celle-ci s'entrebâilla et un petit homme jeta un coup d'œil à l'extérieur. Une longue cape noire recouvrait complètement son corps et son visage était flou, comme s'il était obscurci par un rideau de fumée.<PAGE>;214;<NIER> walked over and pounded on the door. After a minute of solid banging, the door cracked open and a small man peered out. His body was cloaked from neck to toe in a large black cape, while his face was obscured by mist.<PAGE>
Um... began <NIER>. But before he could get any further, the cloaked man held a hand up and began speaking.;Euh, commença <NIER>. Avant qu'il ne puisse continuer, l'inconnu l'interrompit d'un geste de la main.;215;Um... began <NIER>. But before he could get any further, the cloaked man held a hand up and began speaking.
<FONT=ITALIC>I have four legs in the morning and two at noon, but I end the night with three. What am I?</FONT>;<FONT=ITALIC>J'ai quatre pattes le matin, deux le midi et trois le soir. Qui suis-je#?</FONT>;216;<FONT=ITALIC>I have four legs in the morning and two at noon, but I end the night with three. What am I?</FONT>
<NIER> tried to ask the cloaked man who he was and what he was doing there, but he simply repeated the question. ;<NIER> essaya de demander à l'homme qui il était et ce qu'il faisait là, mais celui-ci ne fit que répéter sa question.;217;<NIER> tried to ask the cloaked man who he was and what he was doing there, but he simply repeated the question. 
"If we wish to engage this man in conversation, said Weiss, ""it seems we must answer his riddle.""";Si nous voulons lui poser des questions, il semble que nous devrons d'abord répondre à la sienne, dit Weiss.;218;"If we wish to engage this man in conversation, said Weiss, ""it seems we must answer his riddle."""
"Yeah, I suppose, said <NIER>. ""Well, at least it's an easy one.""";Tu as sans doute raison, répondit <NIER>. Au moins, elle n'est pas difficile.;219;"Yeah, I suppose, said <NIER>. ""Well, at least it's an easy one."""
<FONT=ITALIC>I have four legs in the morning and two at noon, but I end the night with three. What am I?</FONT>;<FONT=ITALIC>J'ai quatre pattes le matin, deux le midi et trois le soir. Qui suis-je#?</FONT>;220;<FONT=ITALIC>I have four legs in the morning and two at noon, but I end the night with three. What am I?</FONT>
"<LIST=1059>""A man.""</LIST>";<LIST=1059>«#C'est l'Homme.#»</LIST>;224;"<LIST=1059>""A man.""</LIST>"
"<LIST=1057>""A demon.""</LIST>";<LIST=1057>«#C'est un démon.#»</LIST>;225;"<LIST=1057>""A demon.""</LIST>"
"<LIST=1058>""An angel.""</LIST>";<LIST=1058>«#C'est un ange.#»</LIST>;226;"<LIST=1058>""An angel.""</LIST>"
A demon.;C'est un démon.;227;A demon.
As soon as the words were spoken, the forest began to swirl around them. <STOP>Leaves browned and fell from trees. Branches withered and died. And the tall green grass shriveled into dark curls of ash.;"Dès qu'il prononça ces paroles, un tourbillon suffocant enveloppa la forêt. Les feuilles des arbres se desséchèrent et s'envolèrent#; les branches se courbèrent et se rompirent sous la force du vent#; l'herbe verdoyante et luxuriante jaunit en un instant, puis fut réduite en poussière.";228;As soon as the words were spoken, the forest began to swirl around them. <STOP>Leaves browned and fell from trees. Branches withered and died. And the tall green grass shriveled into dark curls of ash.
A massive demon suddenly appeared before <NIER> and unleashed a tremendous roar. ;Un énorme démon apparut soudainement devant <NIER>, rugissant de fureur.;229;A massive demon suddenly appeared before <NIER> and unleashed a tremendous roar. 
Wrong! Now try again!;Ce n'est pas la bonne réponse#! Réessayez#!;230;Wrong! Now try again!
An angel.;C'est un ange.;231;An angel.
As the words were spoken, <NIER> found himself covered in a snow of perfect white feathers.;Dès qu'il prononça ces paroles, <NIER> fut recouvert d'une pluie de plumes immaculées.;232;As the words were spoken, <NIER> found himself covered in a snow of perfect white feathers.
A warm, gentle feeling ran up his spine as a creature of unimaginable beauty shimmered into existence. ;Un doux frisson parcourut son corps à la vue de la créature d'une beauté immatérielle qui se manifesta devant lui.;233;A warm, gentle feeling ran up his spine as a creature of unimaginable beauty shimmered into existence. 
<NIER> found himself unable to hold back tears as the being's voice rang out.;<NIER> ne put retenir ses larmes en entendant sa voix sublime.;234;<NIER> found himself unable to hold back tears as the being's voice rang out.
You are incorrect. Please make another choice.;Ce n'est pas la bonne réponse. Je vous en prie, faites un autre choix.;235;You are incorrect. Please make another choice.
A man.;C'est l'Homme.;236;A man.
The mist dissolved from the cloaked figure as he spoke a single word:;La fumée se dissipa.;237;The mist dissolved from the cloaked figure as he spoke a single word:
Correct.;C'est la bonne réponse, répondit l'inconnu.;238;Correct.
With that, the man flung his garment aside, revealing his true identity.;Il enleva sa cape et révéla alors son identité.;239;With that, the man flung his garment aside, revealing his true identity.
Y-you're the mayor! cried <NIER>.;Le maire#?! s'écria <NIER>.;240;Y-you're the mayor! cried <NIER>.
The small man slowly shook his head.;Le petit homme secoua lentement la tête.;241;The small man slowly shook his head.
I am not the mayor you know. Now listen to my words: <STOP>Long ago, I saw a version of you that was not yourself.;Je ne suis pas celui que vous croyez. Écoutez-moi bien#: je vous ai rencontré il y a très longtemps, mais vous n'étiez pas vraiment vous.;242;I am not the mayor you know. Now listen to my words: <STOP>Long ago, I saw a version of you that was not yourself.
You saw... Wait, you saw what? I'm sorry, I don't understand a thing you just said.;Vous m'avez... Un instant, vous m'avez rencontré#? Je suis désolé, mais je ne saisis pas un mot de ce que vous racontez.;243;You saw... Wait, you saw what? I'm sorry, I don't understand a thing you just said.
It will make sense in time. At present, I simply congratulate you on cracking the seal of the Deathdream. Now you must go to the man at the forest entrance.;Un jour, vous comprendrez. Pour l'instant, je vous félicite de vous être libéré de l'emprise du songe mortel. Allez rejoindre l'homme à l'orée de la forêt.;244;It will make sense in time. At present, I simply congratulate you on cracking the seal of the Deathdream. Now you must go to the man at the forest entrance.
With that, the man turned on his heel and slammed the door behind him. As <NIER> watched, mist seeped up from the ground and enveloped the cottage, erasing it from existence.;Cela dit, il fit demi-tour et claqua la porte derrière lui. Une brume opaque se leva du sol et enveloppa la demeure. Lorsqu'elle s'évapora, la chaumière avait disparu.;245;With that, the man turned on his heel and slammed the door behind him. As <NIER> watched, mist seeped up from the ground and enveloped the cottage, erasing it from existence.
When <NIER> and Weiss returned to the forest entrance, they found the mayor leaning against a tree. <STOP>As soon as he caught sight of the duo, he sprang to his feet and scrambled over to them.;<NIER> et Weiss trouvèrent le maire adossé sur un arbre à l'orée de la forêt. Dès qu'il les aperçut, celui-ci bondit vers eux.;246;When <NIER> and Weiss returned to the forest entrance, they found the mayor leaning against a tree. <STOP>As soon as he caught sight of the duo, he sprang to his feet and scrambled over to them.
"Good gravy! he cried. ""You made it! You actually made it back!""";Saperlipopette#! s'écria-t-il. Vous êtes de retour#! Vous êtes vraiment revenus#!;247;"Good gravy! he cried. ""You made it! You actually made it back!"""
His left hand grasped <NIER>'s and pumped it so fiercely it threatened to dislodge from the socket, while his right seized Weiss by the cover and swung him through the air.<PAGE>;Il serra vigoureusement la main gauche de <NIER> dans la sienne au point de l'arracher, puis attrapa la couverture de Weiss de sa main droite et le fit virevolter dans les airs.<PAGE>;248;His left hand grasped <NIER>'s and pumped it so fiercely it threatened to dislodge from the socket, while his right seized Weiss by the cover and swung him through the air.<PAGE>
Gah! By the heavens, stop shaking me, fool! We have not even told you if we were successful or not!;Aah#! Arrêtez de me secouer ainsi#! Nous ne vous avons toujours pas dit si nous avions réussi#!;249;Gah! By the heavens, stop shaking me, fool! We have not even told you if we were successful or not!
The mayor smiled broadly and shook his head.;Le maire sourit de toutes ses dents et secoua la tête.;250;The mayor smiled broadly and shook his head.
I'm just happy you're alive! I didn't think I'd ever see you again.;Je suis simplement heureux que vous soyez en vie#! Je croyais ne plus jamais vous revoir#!;251;I'm just happy you're alive! I didn't think I'd ever see you again.
<NIER> withdrew himself from the mayor's eager handshake with a slight smile.;<NIER> libéra sa main de la poigne enthousiaste du maire et lui sourit aussi.;252;<NIER> withdrew himself from the mayor's eager handshake with a slight smile.
"We broke the Deathdream's seal, he said. ""At least, I think we did.""<PAGE>";Nous avons brisé l'emprise du songe mortel, déclara-t-il. Du moins, je crois.<PAGE>;253;"We broke the Deathdream's seal, he said. ""At least, I think we did.""<PAGE>"
The mayor's face beamed as <NIER> filled him in on the details. ;<NIER> raconta leurs aventures au maire qui rayonnait de joie.;254;The mayor's face beamed as <NIER> filled him in on the details. 
When the tale was done, the three of them laid down on the forest ground and fell asleep.;Quand il eut terminé son récit, ils s'étendirent sur le sol et s'endormirent.;255;When the tale was done, the three of them laid down on the forest ground and fell asleep.
Wait a second!;Un instant#! s'écria <NIER>.;256;Wait a second!
That's crazy! Why would we just lay down and go to sleep? This is one hell of a story...;Ça n'a aucun sens#! continua-t-il. Je ne vois pas pourquoi nous pourrions nous étendre et tout simplement nous endormir#! Je commence à en avoir assez de cette histoire.;257;That's crazy! Why would we just lay down and go to sleep? This is one hell of a story...
Cease your endless prattle and go to sleep, fool! Fighting against the rules of this place is futility itself.;Cesse de te plaindre et endors-toi, bougre d'imbécile#! répliqua Weiss. Tu devrais pourtant savoir qu'il est inutile d'aller à l'encontre des règles de cet endroit.;258;Cease your endless prattle and go to sleep, fool! Fighting against the rules of this place is futility itself.
<NIER> and the mayor obediently reclined atop the grassy earth.;<NIER> et le maire s'allongèrent docilement sur l'herbe touffue.;259;<NIER> and the mayor obediently reclined atop the grassy earth.
"Have you forgotten? continued Weiss. ""It is words that control the Deathdream, words that allow us to move from place to place. <STOP>No matter how unnatural they seem, the words are absolute. Therefore, if the words tell us to sleep, then sleep we shall. <STOP>And once we do, the story will continue.""";L'aurais-tu oublié#? continua Weiss. Ce sont les mots qui dirigent le songe mortel et qui nous permettent de nous déplacer d'un endroit à l'autre. Peu importe si la situation nous semble ridicule, les mots sont souverains. Par conséquent, s'ils nous disent de nous abandonner au sommeil, qu'il en soit ainsi. Nous ferons alors progresser l'histoire.;260;"Have you forgotten? continued Weiss. ""It is words that control the Deathdream, words that allow us to move from place to place. <STOP>No matter how unnatural they seem, the words are absolute. Therefore, if the words tell us to sleep, then sleep we shall. <STOP>And once we do, the story will continue."""
With that, the trio found their eyes growing heavy, their breath slowing.;Peu après, leurs paupières devinrent lourdes et leur respiration ralentit.;261;With that, the trio found their eyes growing heavy, their breath slowing.
"This is the first time... began the mayor. ""The first time I have felt tired...since I was...imprisoned here...""";C'est la première fois que... que j'ai sommeil... depuis mon arrivée, marmonna le maire.;262;"This is the first time... began the mayor. ""The first time I have felt tired...since I was...imprisoned here..."""
His words were cut off by a loud, long yawn, and he remembered nothing more.<PAGE>;Il s'interrompit en bâillant bruyamment, puis sombra dans le néant.<PAGE>;263;His words were cut off by a loud, long yawn, and he remembered nothing more.<PAGE>
They might have slept for an hour or a year. <STOP>When they awoke, things had a slightly more real quality to them. The mist felt thicker, the leaves greener... It was clear that they had awakened from their dream.;Ils dormirent une heure ou un an, personne ne le saura jamais. À leur réveil, le monde avait quelque chose de plus réel. La brume paraissait plus épaisse, les feuilles plus vertes...Ils étaient certains qu'ils n'étaient plus dans un rêve.;265;They might have slept for an hour or a year. <STOP>When they awoke, things had a slightly more real quality to them. The mist felt thicker, the leaves greener... It was clear that they had awakened from their dream.
"<NIER> shook the mayor's shoulder gently. ""Good news,"" he said. ""We made it.""";<NIER> secoua doucement l'épaule du maire. Bonne nouvelle#! lui dit-il. Nous avons réussi.;266;"<NIER> shook the mayor's shoulder gently. ""Good news,"" he said. ""We made it."""
"Oh, wow, said the mayor in an awed voice. ""We did. I'm back."" He blinked once, twice, as though not quite believing the sight before him.";Oh ! s'exclama le maire stupéfait. C'est vrai. Je suis chez moi.;267;"Oh, wow, said the mayor in an awed voice. ""We did. I'm back."" He blinked once, twice, as though not quite believing the sight before him."
You two have no idea how much this means.<PAGE>;Vous ne savez pas ce que ça représente pour moi#!<PAGE>;268;You two have no idea how much this means.<PAGE>
The Deathdream had started to spread through our village, and I wanted to... Well, I thought I could figure out how to stop it, but I guess that wasn't the case. I must have caught the disease and become trapped in my own dream.;Le songe mortel se propageait dans le village et je voulais... Eh bien, je croyais pouvoir l'arrêter, mais je suppose que j'ai échoué. Je l'ai l'attrapé moi aussi et je me suis retrouvé prisonnier de mes propres rêves.;269;The Deathdream had started to spread through our village, and I wanted to... Well, I thought I could figure out how to stop it, but I guess that wasn't the case. I must have caught the disease and become trapped in my own dream.
The mayor started to stand, then collapsed back to the earth. He stared at his legs as if trying to remember how they worked, then glanced at <NIER> and shrugged. <STOP>Without a word, the fighter reached down and pulled the mayor to his feet.;Le maire essaya de se lever, mais il s'effondra sur le sol. Il regarda ses jambes comme s'il n'arrivait pas à se souvenir comment s'en servir, puis jeta un coup d'œil à <NIER> en haussant les épaules. Sans dire un mot, le guerrier se pencha et l'aida à se mettre debout.;270;The mayor started to stand, then collapsed back to the earth. He stared at his legs as if trying to remember how they worked, then glanced at <NIER> and shrugged. <STOP>Without a word, the fighter reached down and pulled the mayor to his feet.
Real life may take some getting used to. A wry smile crossed the mayor's lips.<PAGE>;Je devrai me réhabituer au monde réel, balbutia le maire en souriant.<PAGE>;271;Real life may take some getting used to. A wry smile crossed the mayor's lips.<PAGE>
"You shall relearn in short order, I am sure, said Weiss. ""For now, you should return to your home and rest.""";Vous y arriverez bientôt, j'en suis certain, affirma Weiss. Pour l'instant, vous devriez rentrer vous reposer.;272;"You shall relearn in short order, I am sure, said Weiss. ""For now, you should return to your home and rest."""
"No, said the mayor, swaying on unsteady feet. ""No, I can't.""";Non, répondit le maire, toujours chancelant. Je ne peux pas. Son visage prit un air résolu.;273;"No, said the mayor, swaying on unsteady feet. ""No, I can't."""
Some of the villagers are still trapped in the Deathdream. I have to save them.;Des villageois sont toujours prisonniers du songe mortel. Je dois leur porter secours.;274;Some of the villagers are still trapped in the Deathdream. I have to save them.
The mayor slowly made his way to the Divine Tree in the center of the village, then bowed his head and prayed silently.;Le maire tituba jusqu'à l'arbre divin situé au centre du village, puis inclina sa tête pour prier.;275;The mayor slowly made his way to the Divine Tree in the center of the village, then bowed his head and prayed silently.
"This is a holy tree, he explained when the prayer was finished. ""It's the guardian of our village's history...and memories.""";Cet arbre est sacré, expliqua-t-il quand il eut terminé sa prière. Il est le gardien de l'histoire de notre village... et de ses souvenirs.;276;"This is a holy tree, he explained when the prayer was finished. ""It's the guardian of our village's history...and memories."""
"Superstition will only make our mission harder, muttered Weiss. ""We should not put our faith in the gods.""";Toutes ses superstitions ne nous rendront pas la tâche facile, grommela Weiss. Nous ne devrions pas mettre tous nos espoirs en une divinité.;277;"Superstition will only make our mission harder, muttered Weiss. ""We should not put our faith in the gods."""
"The mayor shook his head. ""Not the gods: the words. Legend says that our tree is home to a powerful magic known as a Sealed Verse.""";Le maire secoua la tête. Pas en une divinité, en un mot. La légende raconte que notre arbre recèle un mot magique puissant#: un vers scellé.;278;"The mayor shook his head. ""Not the gods: the words. Legend says that our tree is home to a powerful magic known as a Sealed Verse."""
<NIER> and Weiss could not contain their surprise. It seemed a goal had been found in the most unexpected;<NIER> et Weiss ne purent maîtriser leur surprise. Ils avaient trouvé ce qu'ils cherchaient;279;<NIER> and Weiss could not contain their surprise. It seemed a goal had been found in the most unexpected
